source,name,disposition,flag_confirmed,planet_class,ra,dec,pl_rade,pl_masse,pl_density,pl_orbper,pl_insol,pl_eqt,st_teff,st_logg,st_rad,stellar_flux_proxy,distance_pc,mag
Kepler,K00883.01,CANDIDATE,0,Unknown,296683070.0,42967869.0,,,,2688899233.0,175.76,929.0,4820.0,4.667,0.639,220388977137612.97,,15.766
Kepler,Kepler-247 c,CONFIRMED,1,Unknown,288642520.0,43039291.0,,,,9439459486.0,52.32,686.0,5097.0,4.597,0.779,409575009216467.3,,15.067
Kepler,Kepler-95 b,CONFIRMED,1,Unknown,284482450.0,44398041.0,,,,11523067458.0,174.81,927.0,5644.0,4.162,,,,12.346
Kepler,Kepler-54 b,CONFIRMED,1,Unknown,294773930.0,43056301.0,,,,8010784560.0,,453.0,3713.0,4.779,0.47,41985131018099.164,,15.847
Kepler,Kepler-713 b,CONFIRMED,1,Unknown,295651490.0,43029831.0,,,,7411131770.0,158.11,905.0,5849.0,4.517,0.919,988456378437731.0,,15.031
Kepler,K00888.01,FALSE POSITIVE,0,Unknown,297975130.0,43164909.0,,,,1000747038.0,1635.2,1620.0,5472.0,4.499,0.79,559549532761856.5,,15.419
Kepler,Kepler-75 b,CONFIRMED,1,Unknown,291137600.0,36577381.0,,,,8884922995.0,83.21,770.0,5332.0,4.5,0.843,574401694236236.9,,15.264
Kepler,Kepler-714 b,CONFIRMED,1,Unknown,282699520.0,43272739.0,,,,8098889060.0,223.19,986.0,6214.0,4.442,1.076,1726273240037193.0,,15.261
Kepler,Kepler-715 b,CONFIRMED,1,Unknown,283630770.0,43379398.0,,,,10006530120.0,139.21,876.0,6063.0,4.47,,,,15.063
Kepler,Kepler-448 b,CONFIRMED,1,Neptune+,297453740.0,41010990.0,13.16,96.5928949994889,0.23366081611505932,17855221681.0,163.04,911.0,6823.0,4.308,,,,11.353
Kepler,K00901.01,CANDIDATE,0,Unknown,285167480.0,43876339.0,,,,12732624065.0,,432.0,3950.0,4.721,0.541,71249679107256.25,,15.75
Kepler,K00902.01,CANDIDATE,0,Unknown,287852390.0,43897991.0,,,,83924940320.0,0.62,226.0,3960.0,4.746,0.509,63711276765903.36,,15.754
Kepler,Kepler-719 b,CONFIRMED,1,Unknown,295536130.0,43884449.0,,,,5007316661.0,234.28,998.0,5865.0,4.563,0.827,809250702185323.6,,15.813
Kepler,Kepler-55 d,CONFIRMED,1,Unknown,285168330.0,44026459.0,,,,2211116989.0,177.19,931.0,4500.0,4.656,0.646,171125642250000.0,,15.791
Kepler,Kepler-110 b,CONFIRMED,1,Unknown,292929140.0,48602810.0,,,,12691043870.0,244.3,1008.0,5869.0,,,,,12.935
Kepler,K00895.01,FALSE POSITIVE,0,Unknown,296410190.0,43455391.0,,,,4409409243.0,347.06,1101.0,5600.0,4.368,0.975,934891776000000.0,,15.403
Kepler,Kepler-248 c,CONFIRMED,1,Unknown,293061400.0,43581360.0,,,,16239470960.0,30.14,598.0,5191.0,4.564,0.837,508692145003335.94,,15.258
Kepler,Kepler-718 b,CONFIRMED,1,Unknown,299561890.0,43503559.0,,,,2052349884.0,1183.18,1497.0,5855.0,4.393,1.08,1370740070579049.0,,15.257
Kepler,Kepler-83 b,CONFIRMED,1,Unknown,282232510.0,43665630.0,,,,9770448600.0,,460.0,3906.0,4.73,0.509,60306555039925.266,,15.777
Kepler,Kepler-249 c,CONFIRMED,1,Unknown,296985050.0,43658520.0,,,,7113732570.0,,429.0,3561.0,4.855,0.411,27162612524371.82,,15.234
Kepler,Kepler-1730 b,CONFIRMED,1,Unknown,281960630.0,43703110.0,,,,13810203180.0,113.75,833.0,5942.0,4.327,1.142,1625783822259789.8,,15.425
Kepler,Kepler-722 b,CONFIRMED,1,Unknown,290263280.0,44556450.0,,,,4093578461.0,461.07,1182.0,6077.0,4.471,0.999,1361093380452807.0,,15.399
Kepler,Kepler-252 c,CONFIRMED,1,Unknown,295579350.0,44545959.0,,,,10848451800.0,14.66,499.0,4201.0,4.682,0.591,108789176154281.3,,15.058
Kepler,Kepler-723 b,CONFIRMED,1,Unknown,284830470.0,44658138.0,,,,4082274889.0,251.48,1016.0,5655.0,4.581,0.794,644720444074312.4,,15.198
Kepler,K00914.01,CANDIDATE,0,Unknown,288726650.0,44607510.0,,,,3886655224.0,246.29,1010.0,5662.0,4.61,0.738,559747527319149.7,,15.371
Kepler,K00905.01,FALSE POSITIVE,0,Unknown,296507540.0,44036072.0,,,,5795063956.0,192.74,950.0,5865.0,4.563,0.827,809250702185323.6,,15.289
Kepler,Kepler-250 c,CONFIRMED,1,Unknown,289594760.0,44141949.0,,,,7156815520.0,88.23,782.0,5029.0,4.494,0.838,449173969117862.1,,15.46
Kepler,Kepler-251 c,CONFIRMED,1,Unknown,296566220.0,44105862.0,,,,16514109890.0,43.57,655.0,5527.0,4.488,0.866,699831751088210.1,,15.223
Kepler,Kepler-720 b,CONFIRMED,1,Unknown,298635650.0,44170940.0,,,,4708326451.0,431.02,1162.0,5560.0,4.246,,,,15.113
Kepler,K00909.01,FALSE POSITIVE,0,Neptune+,298678620.0,44175499.0,540.37,2539.617332818232,8.873663725488758e-05,16371986610.0,,438.0,4187.0,4.656,0.592,107709809309208.97,,15.654
Kepler,Kepler-721 b,CONFIRMED,1,Unknown,284430510.0,44480530.0,,,,5392026903.0,123.33,850.0,5198.0,4.589,0.801,468392716120968.9,,15.651
Kepler,K00928.01,CANDIDATE,0,Unknown,284759430.0,45599129.0,,,,2494170338.0,480.19,1194.0,5569.0,4.566,0.829,661025072790337.0,,15.251
Kepler,Kepler-730 b,CONFIRMED,1,Unknown,285554810.0,45578861.0,,,,6491682808.0,301.54,1062.0,6123.0,4.413,1.107,1722472430830344.2,,15.649
Kepler,K00930.01,FALSE POSITIVE,0,Neptune+,293684940.0,45516830.0,24.54,167.14354591097302,0.06235543463325285,3044770796.0,317.36,1076.0,5525.0,4.603,0.753,528346800514269.1,,15.621
Kepler,Kepler-731 b,CONFIRMED,1,Neptune+,296393160.0,45568562.0,13.61,99.49360111134668,0.2175850985273977,3855603916.0,508.65,1212.0,6033.0,4.46,1.046,1449428078693439.8,,15.272
Kepler,K00932.01,FALSE POSITIVE,0,Unknown,296395420.0,45569920.0,,,,3855599139.0,425.74,1158.0,5936.0,4.501,0.965,1156192627543849.2,,15.054
Kepler,Kepler-468 b,CONFIRMED,1,Neptune+,288902220.0,49370491.0,13.26,97.2385112799206,0.22994083466510729,38478766290.0,,484.0,5510.0,4.539,0.879,712170771357478.4,,13.779
Kepler,K00915.01,FALSE POSITIVE,0,Neptune+,282306030.0,44714661.0,27.22,183.10556611771713,0.050054780156227024,37601661282.0,31.86,606.0,6140.0,4.354,1.096,1707240060157635.0,,15.505
Kepler,Kepler-724 b,CONFIRMED,1,Unknown,293454830.0,44792789.0,,,,3314947362.0,421.03,1155.0,5609.0,4.481,0.944,882034857703407.6,,15.142
Kepler,K00917.01,FALSE POSITIVE,0,Unknown,301049560.0,44706299.0,,,,6719690890.0,194.18,952.0,5931.0,4.479,0.866,927998940039704.9,,15.172
Kepler,Kepler-725 b,CONFIRMED,1,Unknown,283977510.0,44811562.0,,,,39643155200.0,,472.0,5231.0,4.455,0.9,606490355425220.0,,
Kepler,K00919.01,FALSE POSITIVE,0,Neptune+,290638980.0,44806789.0,29.66,197.4743118498323,0.04172588372643202,51425985780.0,21.4,549.0,6257.0,4.41,1.147,2016468563102709.0,,15.631
Kepler,Kepler-726 b,CONFIRMED,1,Unknown,291717320.0,44887310.0,,,,21804516110.0,20.48,543.0,5481.0,4.629,0.708,452382424346766.06,,15.067
Kepler,Kepler-253 c,CONFIRMED,1,Unknown,291841980.0,44858089.0,,,,10281945930.0,50.6,680.0,5196.0,4.593,0.775,437804251447001.8,,15.532
Kepler,Kepler-727 b,CONFIRMED,1,Unknown,294846890.0,45034409.0,,,,5154481420.0,204.1,964.0,5431.0,4.457,0.884,679866655115021.5,,15.365
Kepler,Kepler-469 b,FALSE POSITIVE,0,Neptune+,297475860.0,41114288.0,20.7,143.89771709346115,0.08944400601331357,33803643660.0,72.71,745.0,5855.0,3.999,,,,13.109
Kepler,Kepler-728 b,CONFIRMED,1,Unknown,291092350.0,45115528.0,,,,5743469797.0,219.95,982.0,5897.0,4.531,0.891,960019200757386.4,,15.543
Kepler,K00924.01,CANDIDATE,0,Unknown,291208040.0,45244389.0,,,,39475909300.0,26.13,577.0,6225.0,4.45,1.031,1596153864151156.2,,15.229
Kepler,K00925.01,FALSE POSITIVE,0,Neptune+,289727480.0,45367661.0,26.56,179.19286047526322,0.052728432951973755,19974485239.0,56.84,700.0,6108.0,4.471,0.997,1383523149134213.0,,15.217
Kepler,Kepler-729 b,CONFIRMED,1,Unknown,286360110.0,45414291.0,,,,3166353562.0,621.92,1273.0,6007.0,4.47,0.998,1296855566099832.2,,15.603
Kepler,K00927.01,FALSE POSITIVE,0,Neptune+,294717680.0,45485760.0,44.04,279.6312042808672,0.018048955603438856,23899634407.0,42.8,652.0,6192.0,4.503,0.924,1255069376940680.0,,15.453
Kepler,Kepler-256 c,CONFIRMED,1,Unknown,292580440.0,46097389.0,,,,3388012244.0,705.93,1315.0,5553.0,4.221,,,,15.065
Kepler,Kepler-734 b,CONFIRMED,1,Unknown,297045620.0,46027359.0,,,,6104849417.0,89.25,784.0,5085.0,4.584,0.712,338940773562473.6,,15.017
Kepler,Kepler-77 b,CONFIRMED,1,Unknown,289607970.0,44345421.0,,,,3578780566.0,406.6,1145.0,5524.0,4.421,0.994,919999197294803.2,,13.938
Kepler,K00933.01,FALSE POSITIVE,0,Neptune+,297788480.0,45565418.0,23.88,163.18123052786365,0.06606563458334405,3187067566.0,319.76,1079.0,5450.0,4.552,0.811,580266792569256.4,,15.653
Kepler,Kepler-254 b,CONFIRMED,1,Unknown,288164700.0,45816509.0,,,,5826657508.0,248.57,1013.0,5561.0,4.362,1.06,1074541791327322.2,,15.843
Kepler,Kepler-31 b,CONFIRMED,1,Unknown,294023010.0,45853081.0,,,,20860212290.0,87.76,781.0,6035.0,4.22,,,,15.237
Kepler,Kepler-732 b,CONFIRMED,1,Unknown,283732030.0,45958771.0,,,,9467821474.0,,407.0,3582.0,4.807,0.458,34532918371583.016,,15.073
Kepler,Kepler-15 b,CONFIRMED,1,Unknown,296200590.0,49140121.0,,,,4942783419.0,244.42,1008.0,5514.0,4.459,0.978,884188285417586.4,,13.758
Kepler,Kepler-733 b,CONFIRMED,1,Unknown,293018280.0,45914688.0,,,,20834267310.0,29.62,595.0,5537.0,4.549,0.88,727886120694780.6,,15.412
Kepler,Kepler-255 c,CONFIRMED,1,Unknown,296064240.0,45976841.0,,,,9946023570.0,100.34,807.0,5344.0,4.365,1.013,836921430297017.2,,15.596
Kepler,K00145.01,FALSE POSITIVE,0,Neptune+,296817720.0,46781509.0,39.0,251.26780978767198,0.023353469344358883,102964195200.0,95.4,797.0,5047.0,,7.119,3.2882982762477476e+16,,13.608
Kepler,Kepler-24 b,CONFIRMED,1,Unknown,290413270.0,38343750.0,,,,8145159810.0,287.91,1050.0,5896.0,4.197,,,,14.925
Kepler,K01103.01,CANDIDATE,0,Unknown,293223910.0,38033581.0,,,,90124050700.0,,485.0,6520.0,4.375,,,,14.96
Kepler,Kepler-112 c,CONFIRMED,1,Unknown,296981020.0,43209751.0,,,,28574269200.0,19.83,538.0,5551.0,4.508,0.812,626032626775231.5,,13.771
Kepler,K01168.01,CANDIDATE,0,Unknown,287586790.0,47600021.0,,,,856672115000.0,0.81,242.0,6449.0,4.232,,,,13.997
Kepler,K01169.01,CANDIDATE,0,Unknown,281551180.0,47469959.0,,,,0.689210173,3362.71,1943.0,5630.0,4.505,0.954,914387601787574.6,,13.248
Kepler,Kepler-1739 b,CONFIRMED,1,Unknown,296232150.0,47678959.0,,,,7343739640.0,117.5,839.0,5757.0,4.597,0.762,637815193602391.2,,14.657
Kepler,K01171.01,FALSE POSITIVE,0,Neptune+,297103490.0,47643570.0,35.74,232.68907993595306,0.02810093254097797,0.445277068,10177.11,2562.0,6167.0,4.444,1.064,1637491482347987.0,,15.343
Kepler,K00966.01,FALSE POSITIVE,0,Neptune+,290911190.0,38335579.0,59.56,364.7204595353702,0.009517095639395606,0.379463865,19256.81,3000.0,5075.0,3.892,,,,13.787
Kepler,K00967.01,FALSE POSITIVE,0,Neptune+,281669160.0,42038639.0,23.6,161.49629473494173,0.06773839905409461,9880479780.0,129.45,860.0,6113.0,4.512,0.917,1174238334856359.0,,15.212
Kepler,K00968.01,FALSE POSITIVE,0,Unknown,295266820.0,38611240.0,,,,4648415600.0,6152.88,2259.0,6980.0,3.577,,,,10.963
Kepler,K00969.01,FALSE POSITIVE,0,Neptune+,287616330.0,39127239.0,13.66,99.81518485904395,0.2159001240621911,17512014768.0,98.77,804.0,6224.0,4.33,1.132,1922964158455374.0,,12.336
Kepler,K00970.01,CANDIDATE,0,Neptune+,289093230.0,49424484.0,34.39,224.93669757416544,0.03049103466854516,3988602100.0,23135.72,3145.0,4813.0,2.472,13.652,1.0001289667180742e+17,,6.974
Kepler,K00971.01,CANDIDATE,0,Neptune+,286019200.0,48866741.0,133.56,742.3269728044942,0.0017178070646750188,0.533059312,277887.7,5862.0,8523.0,3.559,4.051,8.659532373069618e+16,,7.748
Kepler,K01044.01,FALSE POSITIVE,0,Neptune+,295098660.0,41007038.0,23.61,161.5565121615522,0.067677589505113,0.525154153,4391.51,2073.0,5582.0,4.497,0.846,694864388249562.4,,15.058
Kepler,K01045.01,FALSE POSITIVE,0,Neptune+,298135890.0,41332062.0,27.85,186.82981147569603,0.04768468867465292,1303861044.0,1595.19,1610.0,5758.0,4.475,0.902,894333949675342.2,,13.555
Kepler,K01046.01,FALSE POSITIVE,0,Unknown,293287990.0,41560455.0,,,,0.73452496,,,,,,,,13.22
Kepler,K01047.01,FALSE POSITIVE,0,Neptune+,298773250.0,41214729.0,23.35,159.98986012633065,0.0692851527082402,2555491760.0,701.68,1312.0,5948.0,4.508,0.901,1016092910849681.0,,14.554
Kepler,K00014.01,FALSE POSITIVE,0,Neptune+,292611940.0,43305141.0,403.59,1964.3892521185971,0.00016474594470552355,2947376671.0,7903.84,2404.0,8090.0,,,,,10.47
Kepler,Kepler-111 c,CONFIRMED,1,Unknown,291653170.0,44688271.0,,,,224778935500.0,,333.0,5873.0,4.293,,,,13.492
Kepler,K01104.01,FALSE POSITIVE,0,Unknown,291170680.0,38008591.0,,,,0.890110752,838.42,1372.0,4768.0,4.628,0.711,261266777338461.28,,15.723
Kepler,K01105.01,FALSE POSITIVE,0,Unknown,294525570.0,38204632.0,,,,5765733960.0,3518.78,1964.0,5772.0,3.364,,,,14.313
Kepler,Kepler-769 b,CONFIRMED,1,Unknown,292713100.0,38358212.0,,,,7426081230.0,273.78,1037.0,6049.0,4.353,1.176,1851607714327639.2,,14.818
Kepler,K01107.01,FALSE POSITIVE,0,Unknown,289796200.0,38351181.0,,,,0.73094589,3248.17,1922.0,5901.0,4.553,0.848,871955182105097.0,,15.401
Kepler,Kepler-770 b,CONFIRMED,1,Neptune+,286490420.0,38374908.0,13.92,101.48515679464673,0.20744033051427438,18925372460.0,443.58,1171.0,4941.0,3.317,,,,14.604
Kepler,K01172.01,FALSE POSITIVE,0,Unknown,292775880.0,47461689.0,,,,0.933749106,15822.49,2863.0,6215.0,3.849,2.188,7142646671780909.0,,13.079
Kepler,K01173.01,FALSE POSITIVE,0,Unknown,295795260.0,47663960.0,,,,2037440623.0,1448.05,1572.0,6253.0,4.415,1.015,1575019007322438.0,,14.187
Kepler,K01174.01,CANDIDATE,0,Unknown,296821620.0,47354031.0,,,,129995778400000.0,0.0,25.0,4500.0,4.572,0.726,216134102250000.0,,13.447
Kepler,Kepler-784 b,CONFIRMED,1,Unknown,295920650.0,47448608.0,,,,31592580900.0,53.09,688.0,5676.0,4.1,,,,13.29
Kepler,Kepler-785 b,CONFIRMED,1,Unknown,292068300.0,38842270.0,,,,1973760850.0,76.1,753.0,3807.0,4.762,0.503,53145619932127.44,,15.715
Kepler,K00972.01,CANDIDATE,0,Unknown,282000310.0,48542221.0,,,,13118962443.0,2310.43,1768.0,7221.0,3.488,,,,9.275
Kepler,K00133.01,FALSE POSITIVE,0,Unknown,297310060.0,49703041.0,,,,4618767792.0,442.78,1170.0,6013.0,4.381,1.033,1394971896960801.5,,13.652
Kepler,K00974.01,CANDIDATE,0,Unknown,295802670.0,45988079.0,,,,53505761100.0,49.16,675.0,6247.0,,,,,9.582
Kepler,Kepler-21 b,CONFIRMED,1,Unknown,287361820.0,38714016.0,,,,2785821236.0,2388.98,1784.0,6202.0,,,,,8.224
Kepler,K00976.01,FALSE POSITIVE,0,Neptune+,290944370.0,38538868.0,78.54,465.2431519070385,0.005294386872806176,52569018670.0,69.62,737.0,7240.0,4.178,,,,9.729
Kepler,K01048.01,FALSE POSITIVE,0,Neptune+,298991700.0,41074989.0,14.71,106.53667834392604,0.18453107353635603,3411758679.0,51.85,684.0,3995.0,4.71,0.561,80166487821154.72,,15.258
Kepler,K01049.01,FALSE POSITIVE,0,Unknown,291821810.0,41112690.0,,,,0.525426427,4349.62,2069.0,5791.0,4.575,0.802,723374168733635.8,,14.797
Kepler,Kepler-755 b,CONFIRMED,1,Unknown,296860990.0,41097340.0,,,,1269091415.0,740.47,1331.0,5041.0,4.576,0.766,378899758979637.75,,13.999
Kepler,Kepler-1734 b,CONFIRMED,1,Unknown,294163210.0,41451801.0,,,,6796853530.0,222.91,985.0,6061.0,4.486,0.97,1269756967424101.2,,15.391
Kepler,K00146.01,FALSE POSITIVE,0,Neptune+,299399720.0,45316051.0,67.37,406.4906510880069,0.007329245923190918,8667822346.0,681.39,1303.0,6266.0,3.923,,,,13.03
Kepler,K01109.01,FALSE POSITIVE,0,Unknown,291606900.0,38348061.0,,,,6721078300.0,,,,,,,,14.792
Kepler,Kepler-771 b,CONFIRMED,1,Unknown,287444090.0,38088428.0,,,,8734885200.0,148.62,890.0,5982.0,4.493,0.96,1180125245156637.0,,14.794
Kepler,K01111.01,FALSE POSITIVE,0,Unknown,292279050.0,38284531.0,,,,10265476880.0,83.13,770.0,5699.0,4.553,0.853,767525282610261.6,,15.212
Kepler,K00151.01,CANDIDATE,0,Unknown,292374760.0,37630959.0,,,,13447179100.0,122.34,848.0,6276.0,4.405,1.041,1681253489267616.2,,14.0
Kepler,K01177.01,FALSE POSITIVE,0,Neptune+,292078490.0,38631481.0,25.89,175.20891668112495,0.055663233052382466,3305577989.0,263.55,1027.0,5534.0,4.629,0.707,468808467084984.25,,15.537
Kepler,K01178.01,FALSE POSITIVE,0,Neptune+,296133910.0,38999008.0,16.91,120.43878750551877,0.137323203571707,4800653901.0,778.45,1347.0,6715.0,4.347,,,,13.32
Kepler,K01179.01,FALSE POSITIVE,0,Neptune+,293925990.0,38737980.0,56.44,347.8536497903494,0.010667040002181605,15066499010.0,177.96,932.0,5751.0,,,,,13.855
Kepler,K01180.01,FALSE POSITIVE,0,Unknown,286869260.0,39103729.0,,,,34820081580.0,,459.0,5114.0,4.522,0.784,420411919017526.94,,15.187
Kepler,K01181.01,FALSE POSITIVE,0,Neptune+,291999880.0,38437698.0,33.65,220.67181158873262,0.031930081654437226,0.651784374,4500.59,2090.0,5555.0,4.375,1.061,1071931469229878.5,,14.997
Kepler,K00977.01,FALSE POSITIVE,0,Neptune+,292719640.0,48852016.0,430.99,2081.2829686895093,0.0001433302716770791,1353771892.0,136609.48,4903.0,4283.0,,15.76,8.35804536225286e+16,,10.523
Kepler,K00978.01,FALSE POSITIVE,0,Neptune+,284026790.0,49415428.0,71.39,427.76071412290884,0.006481822361676294,18954916330.0,397.48,1139.0,6362.0,3.761,,,,10.988
Kepler,K00979.01,FALSE POSITIVE,0,Neptune+,298804110.0,40843563.0,2436.69,9558.379011029963,3.642434734725153e-06,4348866254.0,401588.95,6421.0,3598.0,0.65,1014510.0,1.7248737005674523e+26,,10.68
Kepler,K00980.01,FALSE POSITIVE,0,Neptune+,295598720.0,50720669.0,68.02,409.9399391229417,0.007181558855030164,47930945460.0,158.41,905.0,8214.0,4.104,,,,10.376
Kepler,K00981.01,FALSE POSITIVE,0,Unknown,283736420.0,44713310.0,,,,3997514220.0,5563.95,2203.0,5066.0,3.122,,,,10.733
Kepler,K00982.01,FALSE POSITIVE,0,Unknown,291761960.0,37098640.0,,,,1592633181.0,290.51,1053.0,4506.0,4.626,0.651,174713605703361.56,,15.47
Kepler,K00134.01,CONFIRMED,1,Unknown,295586580.0,45364979.0,,,,67592375400.0,28.2,588.0,6038.0,,,,,13.675
Kepler,Kepler-265 c,CONFIRMED,1,Unknown,290510470.0,41244820.0,,,,17029027860.0,76.66,755.0,5839.0,4.327,1.067,1323374432512162.5,,15.381
Kepler,Kepler-756 b,CONFIRMED,1,Unknown,290607940.0,41201092.0,,,,1224866441.0,2174.33,1741.0,5553.0,4.32,1.107,1165214648293880.5,,15.376
Kepler,Kepler-1736 b,CONFIRMED,1,Unknown,289776700.0,38262280.0,,,,37810264900.0,24.27,566.0,6085.0,4.451,0.973,1297980030295976.5,,14.633
Kepler,Kepler-268 b,CONFIRMED,1,Unknown,291976170.0,38055080.0,,,,25934064060.0,55.1,695.0,5952.0,4.287,,,,13.703
Kepler,K01114.01,FALSE POSITIVE,0,Neptune+,290134920.0,38404221.0,25.2,171.09309236554162,0.058943948949882,7047100320.0,223.84,986.0,5766.0,4.363,1.068,1260785070750373.8,,14.928
Kepler,Kepler-772 b,CONFIRMED,1,Unknown,291423580.0,38216591.0,,,,12992048530.0,132.94,866.0,5765.0,4.236,,,,13.974
Kepler,K01182.01,FALSE POSITIVE,0,Unknown,295291930.0,38964588.0,,,,11116202110.0,125.21,853.0,6122.0,4.471,0.996,1393451886586306.5,,15.38
Kepler,K01183.01,FALSE POSITIVE,0,Unknown,291445070.0,38637211.0,,,,1922861499.0,884.12,1392.0,5778.0,4.531,0.911,925011014243511.4,,14.942
Kepler,K01184.01,FALSE POSITIVE,0,Neptune+,285080260.0,39182110.0,19.0,133.44526511919196,0.10726319784833406,0.635445336,451.42,1177.0,3920.0,4.7,0.55,71428190310400.02,,15.432
Kepler,K01185.01,FALSE POSITIVE,0,Neptune+,291476290.0,38500580.0,97.27,561.5926897778966,0.003364287274424646,1665784138.0,11424.49,2636.0,6261.0,3.686,,,,11.84
Kepler,K01186.01,FALSE POSITIVE,0,Neptune+,294740540.0,39015511.0,34.14,223.49710127358514,0.03096632866619275,55663916700.0,,434.0,5587.0,4.528,0.853,708945332815712.4,,15.593
Kepler,Kepler-79 d,CONFIRMED,1,Unknown,300517120.0,44381580.0,,,,52090816270.0,,592.0,6198.0,4.237,,,,13.914
Kepler,K00983.01,FALSE POSITIVE,0,Unknown,289874110.0,49685490.0,,,,7154860800.0,1141.57,1482.0,7443.0,4.166,,,,12.616
Kepler,Kepler-1973 b,CONFIRMED,1,Unknown,291048800.0,36839882.0,,,,4287466680.0,186.31,942.0,5296.0,4.576,0.815,522525059291953.5,,11.631
Kepler,K00985.01,FALSE POSITIVE,0,Unknown,298447750.0,47264999.0,,,,2002779769.0,696.4,1311.0,5346.0,4.44,0.892,649898487789971.0,,14.606
Kepler,Kepler-260 b,CONFIRMED,1,Unknown,291925960.0,38014118.0,,,,8187394430.0,88.36,782.0,5251.0,4.494,0.849,548003653162821.6,,14.138
Kepler,K01054.01,FALSE POSITIVE,0,Neptune+,288682590.0,41307320.0,15.33,110.47832885135732,0.16906706220918474,3322694800.0,52428.3,3859.0,5234.0,2.41,16.959,2.1584170033221962e+17,,11.899
Kepler,K01055.01,FALSE POSITIVE,0,Neptune+,288442870.0,41172180.0,38.6,248.99855576027207,0.02386949817342844,36977088080.0,,602.0,5589.0,4.193,,,,13.698
Kepler,K01056.01,FALSE POSITIVE,0,Neptune+,293273500.0,41257690.0,20.42,142.18345042357302,0.0920640784901606,1851409163.0,5090.14,2154.0,7117.0,4.176,,,,13.473
Kepler,K01057.01,FALSE POSITIVE,0,Earth-like,298137940.0,41334358.0,0.98,0.9279754353495195,5.4358395291680734,1303859704.0,7759.2,2393.0,6802.0,4.103,,,,11.558
Kepler,K00147.01,FALSE POSITIVE,0,Neptune+,286490720.0,37489979.0,40.15,257.7764768321795,0.021958112677454625,145562492600.0,,387.0,6148.0,4.346,1.095,1713024891643735.8,,13.884
Kepler,Kepler-773 b,CONFIRMED,1,Unknown,290884670.0,38057571.0,,,,3749105745.0,428.25,1160.0,5751.0,4.447,0.983,1057013431792649.6,,13.333
Kepler,Kepler-774 b,CONFIRMED,1,Unknown,291031920.0,38211960.0,,,,11089566020.0,965.62,1422.0,6353.0,3.698,,,,12.808
Kepler,K01118.01,CANDIDATE,0,Unknown,291650970.0,38028179.0,,,,7372903440.0,240.11,1004.0,5973.0,4.371,1.07,1457261913100446.0,,13.835
Kepler,K01119.01,FALSE POSITIVE,0,Earth-like,294490110.0,38194126.0,0.65,0.2031325028358864,4.078004720442147,7244761260.0,116.02,837.0,5370.0,4.494,0.874,635213922146640.4,,11.157
Kepler,K01193.01,CANDIDATE,0,Unknown,287888120.0,39078709.0,,,,119062488200.0,,366.0,5697.0,4.392,0.92,891580440831568.8,,15.289
Kepler,Kepler-415 c,CONFIRMED,1,Unknown,293804410.0,38639130.0,,,,8707983090.0,20.59,543.0,4362.0,4.722,0.554,111112309451142.64,,15.842
Kepler,Kepler-743 b,CONFIRMED,1,Unknown,295574160.0,42806438.0,,,,3179267286.0,347.01,1101.0,5511.0,4.554,0.857,677459423085602.2,,12.55
Kepler,Kepler-261 b,CONFIRMED,1,Unknown,291364780.0,37609169.0,,,,10381224470.0,48.37,672.0,5095.0,4.566,0.78,409983103593560.3,,13.562
Kepler,K00989.01,FALSE POSITIVE,0,Neptune+,296382290.0,48045311.0,16.59,118.43084274598881,0.14299934102350342,81221876000.0,,385.0,5619.0,4.536,0.874,761480863388941.6,,15.488
Kepler,Kepler-43 b,CONFIRMED,1,Unknown,285240840.0,46668251.0,,,,3024092505.0,1162.54,1489.0,6063.0,4.261,,,,13.958
Kepler,K01058.01,FALSE POSITIVE,0,Unknown,292261810.0,41442554.0,,,,5670155713.0,,341.0,3337.0,5.126,0.183,4152666038084.502,,13.783
Kepler,Kepler-757 b,CONFIRMED,1,Unknown,296680450.0,41386520.0,,,,1022678654.0,2138.47,1734.0,5366.0,4.363,1.02,862587214975985.4,,14.803
Kepler,Kepler-758 b,CONFIRMED,1,Unknown,293084630.0,41135441.0,,,,12109687090.0,240.8,1005.0,6021.0,,,,,14.348
Kepler,K01120.01,FALSE POSITIVE,0,Unknown,297757080.0,41680454.0,,,,29744546680.0,,455.0,4889.0,4.569,0.788,354758315471998.0,,11.753
Kepler,K01121.01,FALSE POSITIVE,0,Neptune+,290352940.0,41769741.0,53.25,330.49223391667704,0.012067319093224275,14154024280.0,86.13,777.0,5850.0,4.404,1.037,1259450134456556.0,,12.932
Kepler,K01122.01,FALSE POSITIVE,0,Neptune+,298711520.0,41635792.0,35.27,229.99415784628138,0.028900729156399595,0.844786082,2846.03,1864.0,5705.0,4.452,0.915,886879840513652.1,,15.363
