source,name,disposition,flag_confirmed,planet_class,ra,dec,pl_rade,pl_masse,pl_density,pl_orbper,pl_insol,pl_eqt,st_teff,st_logg,st_rad,stellar_flux_proxy,distance_pc,mag
Kepler,K05756.01,FALSE POSITIVE,0,Unknown,294525760.0,46994301.0,,,,105632729700.0,,,,,,,,13.568
Kepler,K05376.01,FALSE POSITIVE,0,Unknown,281282620.0,42899590.0,,,,274553579000.0,,322.0,6267.0,4.334,1.118,1928068173869123.0,,13.715
Kepler,K05377.01,FALSE POSITIVE,0,Unknown,281593720.0,42871609.0,,,,251023040110.0,,,,,,,,13.439
Kepler,K05378.01,FALSE POSITIVE,0,Unknown,282780360.0,42806210.0,,,,1807742530.0,2606.24,1822.0,5164.0,3.88,,,,15.651
Kepler,K05379.01,CANDIDATE,0,Unknown,291922700.0,42892921.0,,,,520655224000.0,,401.0,5227.0,3.321,,,,12.518
Kepler,K05380.01,CANDIDATE,0,Unknown,293961460.0,42806419.0,,,,369933550000.0,,270.0,6158.0,4.453,1.024,1507851774920539.2,,15.524
Kepler,K05381.01,FALSE POSITIVE,0,Unknown,285404690.0,42907589.0,,,,28736976600.0,21.64,550.0,5722.0,4.547,0.854,781820682609388.2,,15.642
Kepler,K05382.01,FALSE POSITIVE,0,Neptune+,288574250.0,42913288.0,14.14,102.8952863995505,0.2006576059880796,2456490610.0,33039.62,3440.0,4870.0,2.486,,,,10.45
Kepler,K05383.01,FALSE POSITIVE,0,Unknown,295341770.0,42995800.0,,,,98517831980.0,,,,,,,,14.037
Kepler,K05503.01,FALSE POSITIVE,0,Neptune+,294983220.0,44217911.0,25.18,170.97359308536525,0.059043247405760425,457513348000.0,16.21,512.0,5047.0,2.966,,,,13.853
Kepler,K05504.01,FALSE POSITIVE,0,Unknown,296557860.0,44283100.0,,,,224025899240.0,,,,,,,,15.496
Kepler,K05505.01,FALSE POSITIVE,0,Unknown,285750950.0,44356979.0,,,,323771530000.0,0.52,216.0,5196.0,4.586,0.784,448031650326590.4,,14.458
Kepler,K05506.01,CANDIDATE,0,Unknown,285795720.0,44350510.0,,,,641602040000.0,0.66,230.0,6277.0,4.449,1.031,1650159200532138.0,,14.152
Kepler,K05507.01,FALSE POSITIVE,0,Earth-like,285799470.0,44348190.0,0.95,0.8271367927492563,5.3188151632989,40038961300.0,16.85,517.0,5701.0,4.437,0.903,861350013071070.6,,13.699
Kepler,K05508.01,FALSE POSITIVE,0,Neptune+,291597380.0,44398521.0,46.14,291.3320597499463,0.016351736621913207,22571972634.0,34.24,617.0,5645.0,4.431,0.871,770357109684975.5,,15.45
Kepler,K05509.01,CANDIDATE,0,Unknown,296184940.0,44342991.0,,,,28406342000.0,33.44,613.0,6085.0,4.474,0.936,1201141100169303.0,,15.423
Kepler,K05510.01,FALSE POSITIVE,0,Neptune+,296902950.0,44351231.0,93.47,542.240027560139,0.0036608608366881534,1018861199.0,9299.2,2505.0,6225.0,,,,,14.039
Kepler,K05630.01,FALSE POSITIVE,0,Unknown,293755190.0,45500839.0,,,,80519237000.0,,476.0,6251.0,4.378,1.119,1911869164112008.5,,12.725
Kepler,K05631.01,FALSE POSITIVE,0,Unknown,295407900.0,45535233.0,,,,149356804000.0,23.18,560.0,6569.0,3.842,,,,13.825
Kepler,K05632.01,CANDIDATE,0,Unknown,296338130.0,45545109.0,,,,264466625000.0,,346.0,6551.0,4.337,,,,11.154
Kepler,K05633.01,CANDIDATE,0,Unknown,298113650.0,45563419.0,,,,151778840000.0,34.01,616.0,6328.0,3.634,3.134,1.574939466786872e+16,,11.141
Kepler,K05634.01,FALSE POSITIVE,0,Unknown,299638150.0,45587780.0,,,,50477590520.0,,,,,,,,12.909
Kepler,K05635.01,CANDIDATE,0,Unknown,299743870.0,45586361.0,,,,113993156000.0,66.64,729.0,7892.0,3.921,,,,11.176
Kepler,K05636.01,FALSE POSITIVE,0,Unknown,300119020.0,45510349.0,,,,2791239540.0,2322.96,1771.0,6407.0,4.111,,,,13.116
Kepler,K05637.01,FALSE POSITIVE,0,Unknown,300414950.0,45574299.0,,,,223317692150.0,,,,,,,,13.705
Kepler,K05757.01,FALSE POSITIVE,0,Unknown,296368930.0,46957821.0,,,,44637111000.0,,432.0,5222.0,4.518,0.78,452414666262523.94,,15.292
Kepler,K05758.01,CANDIDATE,0,Unknown,297664370.0,46944820.0,,,,102493119000.0,,317.0,5166.0,4.583,0.791,445626053947627.44,,15.142
Kepler,K05759.01,CANDIDATE,0,Unknown,287094120.0,47075359.0,,,,284942127840.0,,,,,,,,13.248
Kepler,K05760.01,FALSE POSITIVE,0,Unknown,291626190.0,47081230.0,,,,365620697000.0,0.5,215.0,5273.0,4.531,0.768,455988117255393.7,,14.622
Kepler,K05761.01,CANDIDATE,0,Unknown,294973300.0,47015369.0,,,,6132927330.0,854.43,1379.0,5877.0,3.941,2.034,4935426174932741.0,,13.421
Kepler,K05762.01,CANDIDATE,0,Unknown,297393220.0,47011459.0,,,,12630631290.0,53.17,689.0,5579.0,4.58,0.798,616923378592295.2,,15.633
Kepler,K05763.01,FALSE POSITIVE,0,Unknown,299025180.0,47079071.0,,,,191272501000.0,,310.0,5727.0,4.43,0.918,906554869140058.4,,13.955
Kepler,K05764.01,CANDIDATE,0,Unknown,299584630.0,47000771.0,,,,286022660000.0,0.25,180.0,4368.0,4.624,0.637,147709824948681.38,,15.45
Kepler,K05384.01,CANDIDATE,0,Unknown,295908910.0,42988209.0,,,,7954457790.0,303.36,1064.0,6217.0,4.306,,,,14.406
Kepler,K05385.01,CANDIDATE,0,Neptune+,297398560.0,42991539.0,6815.75,23631.53943863648,4.1149013859506247e-07,331709180000.0,0.56,221.0,5282.0,4.565,0.805,504411928334407.0,,15.54
Kepler,K05386.01,FALSE POSITIVE,0,Unknown,297888520.0,42993031.0,,,,575420020000.0,0.61,225.0,6025.0,4.448,0.949,1186753796812172.0,,14.693
Kepler,K05387.01,CANDIDATE,0,Unknown,280354520.0,43056671.0,,,,297782820000.0,0.18,167.0,4192.0,4.657,0.59,107495211663464.84,,14.587
Kepler,K05388.01,CANDIDATE,0,Unknown,280521330.0,43077068.0,,,,137396194000.0,16.87,517.0,5425.0,3.704,,,,13.668
Kepler,K05389.01,CANDIDATE,0,Unknown,280722870.0,43065472.0,,,,365739893000.0,0.8,241.0,5420.0,4.396,0.953,783759733610964.6,,12.962
Kepler,K05390.01,CANDIDATE,0,Unknown,290507050.0,43015041.0,,,,104198102000.0,14.46,497.0,5087.0,3.759,2.024,2743266290405174.5,,14.457
Kepler,K05391.01,FALSE POSITIVE,0,Unknown,295060790.0,43058811.0,,,,368727150000.0,0.51,215.0,5401.0,4.569,0.749,477375739916309.1,,14.598
Kepler,K05511.01,CANDIDATE,0,Unknown,300932370.0,44344540.0,,,,74833577000.0,28.65,590.0,5933.0,3.953,,,,12.395
Kepler,K05512.01,CANDIDATE,0,Unknown,301055180.0,44306229.0,,,,8585287200.0,85.95,777.0,5488.0,4.57,0.818,606964118787320.9,,16.565
Kepler,K05513.01,FALSE POSITIVE,0,Neptune+,284520870.0,44455078.0,78.77,466.4418874119141,0.005261667279718693,100303613000.0,,421.0,6060.0,4.397,1.046,1475549780118687.5,,17.908
Kepler,K05514.01,CANDIDATE,0,Unknown,284764400.0,44485004.0,,,,102100752000.0,21.84,551.0,6359.0,,,,,13.845
Kepler,K05515.01,CANDIDATE,0,Unknown,291452270.0,44431751.0,,,,6263491873.0,458.5,1180.0,6247.0,4.255,,,,13.952
Kepler,K05516.01,FALSE POSITIVE,0,Neptune+,292305940.0,44459366.0,65.64,397.29064943552646,0.00774481415841269,0.83620025,3299.29,1932.0,5780.0,4.438,,,,
Kepler,K05517.01,CANDIDATE,0,Unknown,292393890.0,44476212.0,,,,335431430000.0,,468.0,5172.0,3.315,,,,13.938
Kepler,K05518.01,CANDIDATE,0,Unknown,295065730.0,44477032.0,,,,558218860000.0,0.36,198.0,5679.0,4.581,0.794,655735173243193.6,,15.326
Kepler,K05638.01,CANDIDATE,0,Unknown,288011170.0,45687160.0,,,,290020020000.0,,321.0,6452.0,4.384,1.148,2283816524675220.0,,14.737
Kepler,K05639.01,CANDIDATE,0,Unknown,288401820.0,45677029.0,,,,279219570000.0,,395.0,5159.0,3.648,,,,13.845
Kepler,K05640.01,CANDIDATE,0,Unknown,290153140.0,45635471.0,,,,348665961000.0,13.93,493.0,5183.0,3.166,,,,
Kepler,K05641.01,FALSE POSITIVE,0,Unknown,291032440.0,45641060.0,,,,616341320000.0,0.07,131.0,4197.0,4.659,0.588,107277965589839.14,,15.894
Kepler,K05642.01,CANDIDATE,0,Unknown,291574550.0,45618389.0,,,,222280560000.0,,405.0,6543.0,4.17,,,,12.401
Kepler,K05643.01,CANDIDATE,0,Unknown,292793580.0,45687859.0,,,,570018860000.0,0.31,190.0,5496.0,4.579,0.79,569430963557827.0,,14.441
Kepler,K05644.01,CANDIDATE,0,Unknown,294260190.0,45694080.0,,,,378931391060.0,,,,,,,,15.316
Kepler,K05645.01,CANDIDATE,0,Unknown,296129850.0,45681862.0,,,,580853267880.0,,,,,,,,15.927
Kepler,K05765.01,FALSE POSITIVE,0,Earth-like,287429530.0,47127609.0,0.63,0.18095060228676552,3.9897598823839906,390408320000.0,0.04,115.0,3659.0,4.858,0.4,28679370901593.766,,13.974
Kepler,K05766.01,FALSE POSITIVE,0,Unknown,288355500.0,47106468.0,,,,191528018000.0,,334.0,6054.0,4.416,,,,13.337
Kepler,K05767.01,FALSE POSITIVE,0,Unknown,288509310.0,47120701.0,,,,386599460000.0,,259.0,6137.0,4.487,0.963,1315458245087071.2,,14.79
Kepler,K05768.01,FALSE POSITIVE,0,Unknown,291909610.0,47174339.0,,,,15403276500.0,36.41,626.0,5272.0,4.508,0.799,493168313450042.9,,15.555
Kepler,K05769.01,CANDIDATE,0,Earth-like,293746250.0,47154060.0,0.97,0.8934194784503181,5.396952409890428,7580628930.0,182.01,937.0,5753.0,4.417,1.041,1187077176715237.8,,14.498
Kepler,K05770.01,FALSE POSITIVE,0,Unknown,297720640.0,47134892.0,,,,61001109500.0,19.57,536.0,6418.0,4.395,1.171,2326551343390384.0,,15.227
Kepler,K05771.01,FALSE POSITIVE,0,Unknown,298494450.0,47187271.0,,,,198232389000.0,,352.0,6263.0,4.382,1.113,1905987181327346.0,,13.991
Kepler,K05392.01,FALSE POSITIVE,0,Neptune+,295579470.0,43063560.0,26.13,176.6374069250978,0.05458493856952162,0.66062715,6966.29,2327.0,6322.0,4.426,1.075,1846013592646756.0,,14.162
Kepler,K05393.01,CANDIDATE,0,Neptune+,295645170.0,43065338.0,18.92,132.95069018431565,0.10822698862241494,248421771000.0,26.64,579.0,4895.0,,,,,13.586
Kepler,K05394.01,FALSE POSITIVE,0,Unknown,297687040.0,43060162.0,,,,456573400000.0,,413.0,5002.0,3.216,4.042,1.0227450069272704e+16,,13.731
Kepler,K05395.01,FALSE POSITIVE,0,Unknown,287962620.0,43132195.0,,,,601137970000.0,0.99,254.0,5786.0,4.155,,,,13.17
Kepler,K05396.01,FALSE POSITIVE,0,Unknown,294804570.0,43138699.0,,,,344062480000.0,28.42,589.0,7664.0,3.611,,,,11.566
Kepler,K05397.01,FALSE POSITIVE,0,Unknown,295001530.0,43171341.0,,,,39943447310.0,,,,,,,,12.218
Kepler,K05398.01,CANDIDATE,0,Unknown,295029850.0,43129421.0,,,,551223960000.0,0.42,206.0,5691.0,4.544,0.887,825280497186662.8,,14.465
Kepler,K05399.01,FALSE POSITIVE,0,Unknown,297654360.0,43178551.0,,,,466908240000.0,0.46,210.0,5340.0,4.456,0.867,611227975039835.0,,15.202
Kepler,K05519.01,FALSE POSITIVE,0,Unknown,295944670.0,44445938.0,,,,361309910000.0,,422.0,4911.0,3.354,,,,13.851
Kepler,K05520.01,FALSE POSITIVE,0,Neptune+,281763120.0,44577190.0,56.11,346.0632136515829,0.01080047870228708,199442413400.0,,344.0,5869.0,4.288,1.17,1624157573324864.0,,14.372
Kepler,K05521.01,FALSE POSITIVE,0,Neptune+,285000400.0,44544991.0,72.91,435.76530204565023,0.006198687269060054,31591158760.0,88.84,783.0,5178.0,3.714,,,,13.687
Kepler,K05522.01,FALSE POSITIVE,0,Unknown,286115690.0,44592941.0,,,,356991350000.0,0.78,240.0,5539.0,4.467,0.913,784633805732455.5,,15.684
Kepler,K05523.01,FALSE POSITIVE,0,Unknown,288925050.0,44535770.0,,,,96120478000.0,,460.0,6038.0,4.245,1.186,1869570354109385.0,,13.917
Kepler,K05524.01,FALSE POSITIVE,0,Unknown,291803650.0,44534592.0,,,,9636476720.0,565.04,1243.0,5125.0,3.631,,,,12.162
Kepler,K05525.01,FALSE POSITIVE,0,Neptune+,293662450.0,44527512.0,14.5,105.19711799982176,0.19024279145086895,45680876000.0,514.91,1215.0,4835.0,2.608,,,,13.409
Kepler,K05526.01,FALSE POSITIVE,0,Unknown,295580600.0,44568977.0,,,,43169798000.0,33.77,615.0,5929.0,4.176,,,,13.158
Kepler,K05897.01,CANDIDATE,0,Unknown,285705410.0,49342628.0,,,,395943270000.0,0.21,172.0,4596.0,4.63,0.678,205106520803700.06,,15.921
Kepler,K05898.01,CANDIDATE,0,Unknown,285829830.0,49394310.0,,,,76379240000.0,,406.0,5451.0,4.404,0.936,773493067387540.5,,13.717
Kepler,K05899.01,CANDIDATE,0,Unknown,287153720.0,49331970.0,,,,58669218000.0,,450.0,5548.0,4.433,0.986,921084850845517.5,,13.899
Kepler,K05900.01,CANDIDATE,0,Unknown,291145320.0,49365318.0,,,,355847310000.0,,354.0,6823.0,4.212,,,,13.127
Kepler,K05901.01,CANDIDATE,0,Unknown,292431370.0,49368561.0,,,,61611129000.0,30.02,597.0,6533.0,4.227,,,,12.332
Kepler,K05902.01,CANDIDATE,0,Unknown,293163090.0,49383331.0,,,,150728285000.0,,321.0,5778.0,4.544,0.871,845563952299931.9,,14.396
Kepler,K05903.01,CANDIDATE,0,Unknown,296631810.0,49363312.0,,,,253790434000.0,0.97,253.0,5426.0,4.535,0.85,626263367794821.1,,15.327
Kepler,K05904.01,FALSE POSITIVE,0,Earth-like,296719180.0,49359940.0,0.68,0.24003964566677144,4.208861292998669,322544807000.0,0.55,219.0,5359.0,4.611,0.741,452867801818993.7,,11.697
Kepler,K05905.01,CANDIDATE,0,Unknown,283469970.0,49416962.0,,,,35660616700.0,,,,,,,,13.951
Kepler,K05906.01,FALSE POSITIVE,0,Neptune+,291646510.0,49493408.0,49.49,309.8670227199851,0.014093906058488993,22574947490.0,129.25,860.0,6581.0,4.192,,,,11.612
Kepler,K05907.01,CANDIDATE,0,Neptune+,294729550.0,49428478.0,36.77,238.58019778668228,0.02645829651188754,587381620000.0,18.29,527.0,4784.0,2.711,,,,13.715
Kepler,K05908.01,FALSE POSITIVE,0,Unknown,294762700.0,49430069.0,,,,85569222300.0,19.51,536.0,5361.0,3.856,,,,13.982
Kepler,K05909.01,CANDIDATE,0,Unknown,297394960.0,49484940.0,,,,7079876630.0,70.05,738.0,4808.0,4.521,0.806,347158593034387.7,,15.975
Kepler,K05910.01,CANDIDATE,0,Unknown,297527070.0,49404499.0,,,,91240335000.0,,494.0,6493.0,4.305,,,,13.89
Kepler,K05911.01,CANDIDATE,0,Unknown,292077880.0,49529610.0,,,,357413820000.0,,283.0,6233.0,4.412,1.076,1747483365064111.5,,15.388
Kepler,K05912.01,CANDIDATE,0,Unknown,284553680.0,49684700.0,,,,359854745000.0,,302.0,6495.0,4.379,1.168,2427740745016724.5,,13.728
Kepler,K05913.01,CANDIDATE,0,Unknown,284748470.0,49606258.0,,,,89366114000.0,,391.0,5861.0,4.522,0.875,903447647934484.5,,15.409
Kepler,K05914.01,FALSE POSITIVE,0,Unknown,285363890.0,49629608.0,,,,422255426000.0,,277.0,6273.0,4.364,1.139,2008855036942611.8,,15.17
Kepler,K05915.01,CANDIDATE,0,Unknown,285459170.0,49661942.0,,,,37625903900.0,17.13,519.0,5874.0,4.542,0.871,903175355630953.0,,15.013
Kepler,K05916.01,CANDIDATE,0,Unknown,285691100.0,49690311.0,,,,100414751980.0,,,,,,,,12.124
Kepler,K05917.01,CANDIDATE,0,Unknown,286356200.0,49690128.0,,,,41993467300.0,15.19,503.0,5766.0,4.498,0.915,925423961672717.5,,14.847
Kepler,K05918.01,CANDIDATE,0,Unknown,286496860.0,49614578.0,,,,94677820000.0,,353.0,5360.0,4.503,0.866,619006119963688.9,,14.258
Kepler,K05919.01,CANDIDATE,0,Unknown,286732450.0,49683189.0,,,,290196139000.0,,341.0,6238.0,4.224,,,,13.511
Kepler,K05920.01,FALSE POSITIVE,0,Unknown,287651610.0,49686501.0,,,,471396980000.0,,265.0,6587.0,4.463,,,,13.731
Kepler,K05921.01,CANDIDATE,0,Unknown,293960270.0,49619312.0,,,,175452812000.0,28.77,591.0,6184.0,3.58,,,,13.086
Kepler,K05922.01,CANDIDATE,0,Unknown,294157750.0,49614971.0,,,,367074460000.0,,287.0,6315.0,4.407,1.116,1980714171097268.5,,14.666
Kepler,K05923.01,CANDIDATE,0,Unknown,294271820.0,49633869.0,,,,366684634000.0,,444.0,5090.0,3.353,,,,13.026
Kepler,K05924.01,CANDIDATE,0,Unknown,294690860.0,49626991.0,,,,291306507000.0,0.54,219.0,5031.0,4.548,0.748,358443298381987.0,,15.789
Kepler,K05925.01,CANDIDATE,0,Unknown,285408420.0,49763641.0,,,,93006000000.0,15.18,503.0,5518.0,3.973,,,,12.979
Kepler,K05926.01,CANDIDATE,0,Unknown,286171050.0,49710320.0,,,,26462880740.0,,,,,,,,13.023
Kepler,K05927.01,FALSE POSITIVE,0,Unknown,287298460.0,49703049.0,,,,436428520000.0,0.86,245.0,5997.0,4.466,0.971,1219479924400019.2,,13.298
Kepler,K05928.01,CANDIDATE,0,Unknown,297745670.0,49707630.0,,,,20699207370.0,,,,,,,,11.957
Kepler,K05929.01,CANDIDATE,0,Unknown,293865260.0,49800289.0,,,,466002988000.0,0.58,223.0,5830.0,4.54,0.876,886507535143596.9,,14.692
Kepler,K05930.01,CANDIDATE,0,Unknown,296252500.0,49886559.0,,,,302775710000.0,0.03,106.0,3358.0,4.944,0.303,11673686451010.447,,15.755
Kepler,K05931.01,CANDIDATE,0,Unknown,296554690.0,49958092.0,,,,115199529220.0,,,,,,,,11.794
Kepler,K05932.01,CANDIDATE,0,Unknown,285337830.0,50066132.0,,,,355861340000.0,0.7,233.0,5736.0,4.576,0.801,694546940873988.2,,15.887
Kepler,K05933.01,CANDIDATE,0,Unknown,288436650.0,50075722.0,,,,236506437000.0,,480.0,5066.0,3.414,,,,13.856
Kepler,K05934.01,CANDIDATE,0,Unknown,290363650.0,50052608.0,,,,19385489400.0,37.73,632.0,5432.0,4.42,0.913,725739230927124.5,,13.891
Kepler,K05935.01,CANDIDATE,0,Unknown,294206300.0,50045399.0,,,,416878931210.0,,,,,,,,15.69
Kepler,K05936.01,CANDIDATE,0,Unknown,294567380.0,50069721.0,,,,48387984130.0,,,,,,,,15.025
Kepler,K05937.01,CANDIDATE,0,Unknown,296755400.0,50055271.0,,,,357588538000.0,,420.0,7435.0,,,,,13.382
Kepler,K05938.01,CANDIDATE,0,Unknown,289653470.0,50128010.0,,,,545205601000.0,,257.0,6273.0,4.345,1.155,2065689864464822.5,,12.812
Kepler,K05939.01,CANDIDATE,0,Unknown,294352750.0,50185989.0,,,,105053389000.0,,449.0,6471.0,4.392,1.13,2238940159383110.0,,13.724
Kepler,K05940.01,CANDIDATE,0,Unknown,286489870.0,50230068.0,,,,24796729400.0,19.62,537.0,5496.0,4.592,0.776,549427431359394.4,,15.627
Kepler,K05941.01,CANDIDATE,0,Neptune+,289651520.0,50282619.0,60.47,369.6197529118265,0.009216024933857552,44706019100.0,,465.0,5509.0,4.482,0.811,605804922530126.2,,13.783
Kepler,K05942.01,CANDIDATE,0,Neptune+,290368900.0,50270550.0,15.75,113.13758160382298,0.15965171615003293,125277815000.0,96.53,799.0,5119.0,2.961,,,,13.325
Kepler,K05943.01,CANDIDATE,0,Unknown,296204590.0,50236328.0,,,,27202067200.0,63.31,719.0,5869.0,4.175,,,,14.172
Kepler,K05944.01,FALSE POSITIVE,0,Neptune+,296703830.0,50281551.0,62.03,377.9980569645181,0.008731575194997758,64713168094.0,,482.0,6175.0,4.44,0.974,1379322312144826.5,,13.882
Kepler,K05945.01,CANDIDATE,0,Unknown,289583560.0,50348137.0,,,,40728231400.0,111.83,829.0,6531.0,3.936,,,,12.717
Kepler,K05946.01,CANDIDATE,0,Unknown,293522640.0,50308079.0,,,,183380484520.0,,,,,,,,13.612
Kepler,K05947.01,FALSE POSITIVE,0,Neptune+,294361720.0,50307598.0,293.01,1482.0284794085294,0.00032480117863486937,1036592136.0,73013.77,4194.0,4884.0,2.737,,,,11.449
Kepler,K05948.01,CANDIDATE,0,Unknown,288182560.0,50498360.0,,,,398513120000.0,0.58,222.0,5776.0,4.596,0.759,641198193391850.1,,13.843
Kepler,K05949.01,CANDIDATE,0,Unknown,289685490.0,50409229.0,,,,559785594000.0,0.92,249.0,6201.0,4.352,1.111,1825051160521159.8,,13.295
Kepler,K05950.01,CANDIDATE,0,Unknown,295480100.0,50421280.0,,,,109439460000.0,,314.0,5359.0,4.611,0.741,452867801818993.7,,13.718
Kepler,K05951.01,CANDIDATE,0,Unknown,294170590.0,50593632.0,,,,194258353420.0,,,,,,,,15.779
Kepler,K05952.01,CANDIDATE,0,Unknown,296408870.0,50585171.0,,,,164507439000.0,,346.0,5866.0,4.382,1.02,1231880492827582.2,,15.025
Kepler,K05953.01,CANDIDATE,0,Unknown,286399440.0,50625679.0,,,,370847860000.0,0.54,219.0,5291.0,4.539,0.886,615203064160375.2,,15.479
Kepler,K05954.01,CANDIDATE,0,Earth-like,288055730.0,50653690.0,0.94,0.7953770549909761,5.279561728738161,73908995000.0,,421.0,5865.0,4.518,0.918,997142961840227.4,,13.144
Kepler,K05955.01,CANDIDATE,0,Unknown,291599880.0,50635891.0,,,,96325614560.0,,,,,,,,14.451
Kepler,K05956.01,CANDIDATE,0,Unknown,296900570.0,50628059.0,,,,212646179000.0,,321.0,6108.0,4.466,1.03,1476626176338933.0,,15.611
Kepler,K05957.01,FALSE POSITIVE,0,Unknown,289964420.0,50791859.0,,,,371548790000.0,0.66,230.0,5225.0,4.41,0.954,678331411704014.0,,12.235
Kepler,K05958.01,FALSE POSITIVE,0,Earth-like,294521610.0,50795456.0,0.89,0.6497451173508033,5.081376551436889,226499243000.0,0.86,245.0,5093.0,4.525,0.798,428450335660751.8,,
Kepler,K05959.01,CANDIDATE,0,Unknown,296241550.0,50780510.0,,,,251488080000.0,,284.0,5979.0,4.52,0.902,1039746073009975.0,,14.495
Kepler,K05960.01,CANDIDATE,0,Unknown,297021700.0,50769112.0,,,,32418526500.0,52.7,687.0,5622.0,,,,,13.325
Kepler,K05961.01,CANDIDATE,0,Neptune+,288643250.0,50901180.0,25.24,171.33205679497217,0.058746087970100926,19159760875.0,,424.0,4492.0,4.727,0.516,108407266457931.28,,15.053
Kepler,K05962.01,FALSE POSITIVE,0,Earth-like,291207240.0,50916630.0,0.92,0.7345391721452563,5.200676663395138,2615942880.0,831.27,1370.0,6063.0,4.476,1.012,1383920995108310.8,,15.367
Kepler,K05963.01,FALSE POSITIVE,0,Unknown,295125430.0,50906052.0,,,,1686009643.0,1024.99,1442.0,5783.0,4.539,0.88,866120092321871.6,,14.391
Kepler,K05964.01,CANDIDATE,0,Earth-like,287090060.0,51016060.0,0.85,0.5480876611956541,4.920413739222143,32033211000.0,28.78,591.0,6039.0,4.478,,,,13.186
Kepler,K05965.01,CANDIDATE,0,Unknown,286937840.0,51123508.0,,,,43397562200.0,,388.0,4871.0,4.608,0.725,295902429833226.8,,15.944
Kepler,K05966.01,CANDIDATE,0,Unknown,287358730.0,51158321.0,,,,478791850210.0,,,,,,,,14.63
Kepler,K05844.01,FALSE POSITIVE,0,Unknown,285866670.0,48407742.0,,,,344961485000.0,0.66,230.0,5481.0,4.51,0.775,542054074546100.4,,15.023
Kepler,K05845.01,CANDIDATE,0,Unknown,287372830.0,48465542.0,,,,22265959900.0,152.29,896.0,6888.0,4.223,,,,11.299
Kepler,K05846.01,CANDIDATE,0,Unknown,292815770.0,48422169.0,,,,199064336000.0,,483.0,5157.0,3.541,,,,14.323
Kepler,K05847.01,CANDIDATE,0,Neptune+,293265080.0,48426399.0,17.56,124.50350282084668,0.12676997654522174,277114286000.0,31.66,605.0,5117.0,2.986,,,,12.348
Kepler,K05848.01,CANDIDATE,0,Unknown,293886020.0,48469292.0,,,,323159363000.0,,331.0,5251.0,3.872,,,,13.789
Kepler,K05849.01,CANDIDATE,0,Unknown,297617070.0,48408089.0,,,,21512259000.0,39.45,639.0,5611.0,4.424,0.997,985261224977417.5,,14.489
Kepler,K05850.01,CANDIDATE,0,Unknown,298291810.0,48465691.0,,,,303226376000.0,,274.0,5952.0,4.469,0.955,1144612365346956.8,,14.897
Kepler,K05967.01,CANDIDATE,0,Unknown,288142000.0,51245602.0,,,,22863151700.0,361.26,1112.0,5043.0,3.339,,,,12.26
Kepler,K05968.01,CANDIDATE,0,Unknown,288537690.0,51280384.0,,,,97942437000.0,30.59,600.0,5997.0,3.806,,,,11.366
Kepler,K05969.01,FALSE POSITIVE,0,Unknown,290144900.0,51257710.0,,,,163820347000.0,0.93,251.0,4822.0,4.594,0.771,321379063045195.06,,
Kepler,K05970.01,FALSE POSITIVE,0,Unknown,295918430.0,51250118.0,,,,151577009000.0,14.96,502.0,6854.0,4.106,,,,13.965
Kepler,K05971.01,CANDIDATE,0,Unknown,296263240.0,51266090.0,,,,493305720000.0,0.12,149.0,4558.0,4.697,0.548,129615935987545.9,,13.771
Kepler,K05972.01,CANDIDATE,0,Unknown,288627690.0,51400131.0,,,,449872030000.0,0.37,199.0,5310.0,4.578,0.786,491160210028517.2,,15.29
Kepler,K05973.01,CANDIDATE,0,Unknown,289402400.0,51441738.0,,,,419933730000.0,,285.0,6686.0,4.425,1.053,2215757517336364.8,,12.71
Kepler,K05851.01,CANDIDATE,0,Unknown,298307250.0,48482460.0,,,,322221973000.0,,277.0,6026.0,4.437,,,,14.718
Kepler,K05852.01,CANDIDATE,0,Unknown,287360440.0,48556400.0,,,,235413973000.0,,304.0,6028.0,4.468,,,,15.583
Kepler,K05853.01,CANDIDATE,0,Unknown,287603060.0,48599289.0,,,,366682930000.0,0.58,222.0,5217.0,4.462,0.869,559400563852925.4,,15.847
Kepler,K05854.01,CANDIDATE,0,Unknown,290250850.0,48558701.0,,,,240571350000.0,,302.0,6146.0,4.497,0.943,1268801283081283.2,,14.466
Kepler,K05855.01,CANDIDATE,0,Unknown,294796510.0,48557861.0,,,,217792748000.0,,334.0,5600.0,4.209,,,,15.138
Kepler,Kepler-1638 b,CONFIRMED,1,Unknown,295482420.0,48524441.0,,,,259343040000.0,,449.0,5490.0,3.629,,,,14.759
Kepler,K05857.01,CANDIDATE,0,Unknown,298713470.0,48545479.0,,,,388038848510.0,,,,,,,,13.583
Kepler,K05858.01,FALSE POSITIVE,0,Unknown,298758330.0,48597790.0,,,,8344107910.0,229.93,993.0,6321.0,4.434,1.058,1786958623697448.5,,15.067
Kepler,K05974.01,CANDIDATE,0,Earth-like,288916200.0,51534962.0,0.49,0.07140448580949234,3.3461517340873663,4768155070.0,79.48,761.0,4680.0,4.618,0.649,202056490685237.78,,13.442
Kepler,K05975.01,FALSE POSITIVE,0,Unknown,289403170.0,51736649.0,,,,545456239720.0,,,,,,,,12.104
Kepler,K05976.01,FALSE POSITIVE,0,Neptune+,289703950.0,51714401.0,223.75,1168.9380046855968,0.0005753216552031718,2709570339.0,8211.89,2427.0,5030.0,3.18,,,,13.368
