"toi","tid","tfopwg_disp","rastr","ra","decstr","dec","st_pmra","st_pmdec","pl_tranmid","pl_orbper","pl_trandurh","pl_trandep","pl_rade","pl_insol","pl_eqt","st_tmag","st_dist","st_teff","st_logg","st_rad","toi_created","rowupdate"
"6457.01","328502522","PC","07h14m14.81s","1085617 080","+33d04m13.31s","330703 630","-0.1580000","-418710 000","24602800418 060","414186 335","81171 335","55989322 350","107342 874","18987 535","2993897 282","104475 000","2638070 000","60807000 000","41900 000","14143 000","18.05.2023 22:39","01.02.2024 16:02"
"6458.01","2507547","PC","05h20m00.74s","800030 790","+32d47m07.56s","327854 330","175550 000","-384590 000","24588170304 870","97831 931","35873 151","1418439 590","25360 369","6430959 721","12843656 943","64843 000","665884 000","62009300 000","38727 600","20913 501","18.05.2023 22:39","15.11.2024 16:02"
"6459.01","238317637","PC","08h01m37.39s","1204057 950","-48d49m17.77s","-488216 030","97370 000","819460 000","24600086196 860","51494 363","36700 000","7370000 000","27672 300","4782950 000","13020000 000","103823 000","1867420 000","55880000 000","42700 000","11300 000","18.05.2023 22:56","20.03.2025 12:04"
"646.01","238197709","FP","03h49m03.79s","572658 050","-72d56m50.28s","-729472 990","195390 000","253930 000","24591847592 710","137252 522","31694 157","49457679 342","203352 568","3124460 654","10722931 079","103001 000","3166430 000","61040000 000","39600 000","18639 700","15.08.2019 15:39","29.10.2021 12:59"
"6460.01","93862917","PC","07h39m41.06s","1149210 630","-08d55m08.29s","-89189 690","-90470 000","79030 000","24599844097 520","44044 418","25810 000","16490000 000","41354 500","3028860 000","11620000 000","116010 000","2998780 000","57540000 000","44100 000","10400 000","18.05.2023 23:03","22.08.2024 10:08"
"6461.01","123133954","PC","07h54m42.52s","1186771 800","-04d20m31.74s","-43421 490","-0.3590000","-58700 000","24599823003 420","40646 280","13040 000","31140000 000","","2145210 000","","111390 000","6314110 000","68760000 000","41500 000","","18.05.2023 23:03","22.08.2024 10:08"
"6462.01","453009027","PC","08h12m03.92s","1230163 350","+02d46m56.53s","27823 700","-42370 000","-40450 000","24599805816 820","38720 204","39990 000","72020000 000","148477 000","12875400 000","16680000 000","119319 000","7618890 000","69760000 000","41000 000","18300 000","18.05.2023 23:03","22.08.2024 10:08"
"6463.01","180989820","PC","08h41m01.68s","1302569 860","-40d35m05.24s","-405847 890","-97210 000","101260 000","24599922395 650","98738 839","85309 023","47503264 569","107705 056","1918809 402","9492436 684","112854 000","4766110 000","65435000 000","41700 000","15187 401","18.05.2023 23:12","19.05.2023 12:02"
"6464.01","190643105","PC","08h53m54.49s","1334770 300","-38d59m49.6s","-389971 120","-106530 000","70330 000","24600089689 080","96742 544","65940 000","29230000 000","117179 000","7531310 000","14590000 000","114749 000","8034220 000","68030000 000","37500 000","26600 000","15.06.2023 21:37","22.08.2024 10:08"
"6465.01","184801054","PC","08h31m55.68s","1279819 810","-37d27m45.55s","-374626 520","-14580 000","-82830 000","24600138504 620","0.6593681","0.3950000","202520000 000","138937 000","414060 000","7060000 000","142084 000","2008000 000","34210000 000","46900 000","0.5500000","15.06.2023 21:37","22.08.2024 10:08"
"6466.01","186707229","PC","08h52m56.01s","1332333 640","-31d59m53.25s","-319981 240","40090 000","-12570 000","24600135335 120","14571 902","0.5680000","62970000 000","81838 900","1122850 000","9060000 000","132722 000","4580260 000","57120000 000","46200 000","0.8200000","15.06.2023 21:37","22.08.2024 10:08"
"6467.01","385157401","PC","10h15m33.75s","1538906 170","-14d42m30.84s","-147085 660","-33790 000","42160 000","24600091540 350","119964 056","52070 000","48210000 000","108162 000","2035130 000","10520000 000","127401 000","8858900 000","63110000 000","41000 000","16400 000","15.06.2023 21:37","22.08.2024 10:08"
"6468.01","180931993","PC","08h39m59.33s","1299972 150","-36d10m54.43s","-361817 860","-91550 000","91020 000","24600079699 600","121228 168","45770 000","60290000 000","105524 000","2025910 000","10510000 000","119468 000","6019470 000","67990000 000","42800 000","14500 000","15.06.2023 21:37","22.08.2024 10:08"
"6469.01","4598935","PC","09h24m52.78s","1412199 020","-39d01m51.51s","-390309 760","-211650 000","-165220 000","24599726316 890","247104 662","52590 000","35340000 000","68411 500","384335 000","6930000 000","114274 000","3104790 000","58760000 000","43200 000","11800 000","15.06.2023 21:37","22.08.2024 10:08"
"647.01","92992033","PC","05h35m49.32s","839554 840","-18d38m58.53s","-186495 910","0.2730000","92980 000","24584706018 400","49076 500","37530 000","8100000 000","132707 000","2603370 000","11190000 000","102339 000","5536260 000","49000000 000","","50100 000","06.05.2019 17:51","29.10.2021 12:59"
"6470.01","12061971","PC","09h46m51.93s","1467163 590","-35d12m23.4s","-352065 010","-161630 000","30560 000","24599981924 830","137333 847","16410 000","47410000 000","94230 400","172584 000","5670000 000","121958 000","5921960 000","64150000 000","42600 000","14000 000","15.06.2023 21:37","22.08.2024 10:08"
"6471.01","410901394","PC","07h08m45.79s","1071908 110","-49d49m18.57s","-498218 260","14800 000","143110 000","24600089320 440","30758 364","25670 000","23460000 000","50987 800","5585880 000","13540000 000","131352 000","6344540 000","57450000 000","43300 000","11500 000","15.06.2023 21:37","22.08.2024 10:08"
"6472.01","140706833","PC","08h33m51.37s","1284640 350","-43d47m03.82s","-437843 950","-98080 000","164700 000","24600111069 920","26808 268","48720 000","64510000 000","143489 000","67529800 000","25250000 000","132967 000","10561800 000","73490000 000","40600 000","20000 000","15.06.2023 21:37","22.08.2024 10:08"
"6473.01","410303247","PC","09h59m53s","1499708 480","-22d55m21.31s","-229225 850","-257300 000","-98700 000","24600119565 160","10992 893","10440 000","65700000 000","74703 700","7196680 000","14420000 000","134379 000","5581890 000","56360000 000","45600 000","0.8700000","15.06.2023 21:37","22.08.2024 10:08"
"6474.01","189097100","PC","09h21m41.32s","1404221 640","-29d06m29.08s","-291080 790","-29840 000","-18160 000","24600123699 190","16069 363","26090 000","46180000 000","","106082000 000","28270000 000","121980 000","13738000 000","87530000 000","","","15.06.2023 21:37","22.08.2024 10:08"
"6475.01","132314633","PC","07h57m48.37s","1194515 270","-40d44m11.19s","-407364 410","-75630 000","-260690 000","24599979199 260","265988 575","91510 000","82220000 000","157070 000","2375620 000","10930000 000","123164 000","6248240 000","66850000 000","41700 000","16200 000","15.06.2023 21:37","22.08.2024 10:08"
"6476.01","380528770","PC","09h20m47.99s","1401999 490","-18d40m02.89s","-186674 700","-51640 000","-24100 000","24599985056 120","81168 658","52370 000","75950000 000","108668 000","4731480 000","12990000 000","125776 000","6963390 000","63810000 000","42900 000","13300 000","15.06.2023 21:37","22.08.2024 10:08"
"6477.01","11927677","PC","09h44m36.07s","1461503 100","-30d06m17.11s","-301047 540","43210 000","-22820 000","24600066877 070","36860 654","35310 000","66420000 000","127501 000","9028560 000","15270000 000","126602 000","8831350 000","62060000 000","40200 000","17600 000","15.06.2023 21:37","22.08.2024 10:08"
"6478.01","332657786","PC","09h59m58.03s","1499918 060","-16d09m35.26s","-161597 940","524110 000","-1723130 000","24585367665 820","14622115 148","31050 000","342060000 000","45351 000","0.0003419","370000 000","130041 000","386057 000","32750000 000","50100 000","0.2300000","15.06.2023 21:37","22.10.2024 12:03"
"6479.01","181208298","PC","08h42m55.72s","1307321 650","-37d38m03.67s","-376343 540","-118750 000","130730 000","24600086430 880","29193 825","15070 000","118760000 000","120124 000","2138720 000","10650000 000","123987 000","4557490 000","60370000 000","44300 000","10600 000","15.06.2023 21:37","22.08.2024 10:08"
"648.01","78672342","FP","06h52m00.66s","1030027 600","-18d57m15.95s","-189544 300","-106880 000","27990 000","24584713017 200","29763 800","32120 000","7958420 000","110372 000","26958800 000","20070000 000","101347 000","6372570 000","64925000 000","35700 000","35600 000","06.05.2019 17:51","29.10.2021 12:59"
"6480.01","81089255","PC","08h10m46.58s","1226941 020","-43d51m12.24s","-438534 010","-127840 000","198500 000","24600104459 520","7502395 535","39220 000","67130000 000","96877 800","0.0560777","1350000 000","118409 000","5641580 000","74590000 000","43600 000","14300 000","15.06.2023 21:37","22.08.2024 10:08"
"6481.01","101225566","PC","10h22m13.44s","1555559 830","-14d03m07.74s","-140521 490","-151990 000","-94340 000","24600078979 620","62796 518","22600 000","49920000 000","63857 300","717420 000","8100000 000","125284 000","3187410 000","51590000 000","44700 000","0.9000000","15.06.2023 21:37","22.08.2024 10:08"
"6482.01","189300053","PC","09h27m43.11s","1419296 380","-24d57m54.1s","-249650 290","-10200 000","34080 000","24585222141 360","14835175 058","54240 000","117230000 000","174711 000","0.0203020","1050000 000","131388 000","9101540 000","57820000 000","40600 000","15800 000","15.06.2023 21:37","20.05.2025 12:03"
"6483.01","355449539","PC","07h21m12.28s","1103011 460","-49d08m05.49s","-491348 580","-0.0480000","243050 000","24600072579 890","52076 995","0.8870000","43150000 000","60277 800","175447 000","5700000 000","124716 000","2422230 000","49610000 000","45700 000","0.7800000","15.06.2023 21:37","06.11.2024 12:03"
"6484.01","294394558","PC","07h17m17.51s","1093229 450","-54d07m01.89s","-541171 930","-527840 000","592200 000","24599894623 430","182457 829","36400 000","31570000 000","38721 700","186783 000","5790000 000","120808 000","2126590 000","50570000 000","45800 000","0.7800000","15.06.2023 21:37","22.08.2024 10:08"
"6485.01","281286325","PC","10h03m49.68s","1509569 900","-19d16m57s","-192825 000","-194640 000","89360 000","24600135569 440","170180 939","45580 000","137300000 000","145502 000","490598 000","7370000 000","134446 000","8433790 000","57820000 000","42600 000","12600 000","15.06.2023 21:37","22.08.2024 10:08"
"6486.01","46772529","FP","09h26m53.48s","1417228 160","-07d34m45.3s","-75792 510","10170 000","-340020 000","24600118478 240","106332 248","34360 000","365580000 000","159854 000","265909 000","6320000 000","128397 000","2717100 000","46780000 000","45000 000","0.8100000","15.06.2023 21:37","19.05.2025 12:03"
"6487.01","37754672","PC","09h03m04s","1357666 760","-29d16m50.56s","-292807 100","0.6570000","-46090 000","24599944350 050","141351 900","22730 000","38630000 000","98221 200","651514 000","7910000 000","121185 000","6333640 000","64660000 000","41800 000","15400 000","15.06.2023 21:37","22.08.2024 10:08"
"6488.01","238124845","PC","07h02m23.33s","1055972 210","-50d52m20.46s","-508723 500","-101610 000","11740 000","24600102585 740","80850 515","28170 000","15210000 000","38920 200","928495 000","8640000 000","118187 000","2985670 000","55600000 000","44100 000","10200 000","15.06.2023 21:37","20.03.2025 12:04"
"6489.01","423445163","PC","10h31m16.89s","1578203 590","-18d48m30.76s","-188085 440","50110 000","-90620 000","24600107057 900","29178 820","14830 000","19370000 000","30881 300","816812 000","8370000 000","125035 000","1868720 000","45934000 000","46500 000","0.6700000","15.06.2023 21:37","22.08.2024 10:08"
"649.01","35582553","PC","06h48m53.44s","1022226 700","-13d31m38.17s","-135272 690","-62430 000","43820 000","24592259896 650","0.9370901","13120 000","15600000 000","94994 700","31030700 000","20790000 000","100461 000","4306220 000","67790000 000","38300 000","24300 000","06.05.2019 17:51","08.09.2024 10:08"
"6490.01","118754987","PC","08h58m19.67s","1345819 480","-22d42m03.36s","-227009 340","-42710 000","36130 000","24600122510 520","78422 080","49140 000","70950000 000","123266 000","5274390 000","13350000 000","131011 000","9655240 000","64280000 000","41800 000","15300 000","15.06.2023 21:37","22.08.2024 10:08"
"6491.01","25212199","PC","09h34m06.11s","1435254 690","-34d02m17.95s","-340383 200","-18450 000","-0.9690000","24599998512 160","75520 411","43380 000","38810000 000","84312 100","3063110 000","11650000 000","123727 000","6412430 000","59360000 000","40700 000","15800 000","15.06.2023 21:37","22.08.2024 10:08"
"6492.01","47143972","PC","09h40m02.9s","1450120 870","-10d58m37.8s","-109771 680","-480800 000","108090 000","24592621237 000","7318319 734","27470 000","464130000 000","124424 000","0.0015866","550000 000","142991 000","2143260 000","35560000 000","47000 000","0.5400000","15.06.2023 21:37","22.04.2025 12:03"
"6493.01","445522339","APC","07h31m55.51s","1129812 850","-49d08m02.84s","-491341 210","-188600 000","1477170 000","24600079490 220","30667 073","14860 000","34970000 000","33937 800","370044 000","6870000 000","124802 000","1045160 000","38080000 000","46800 000","0.5700000","15.06.2023 21:37","05.11.2024 12:03"
"6494.01","438376091","PC","09h29m29.41s","1423725 270","-54d25m59.33s","-544331 480","-74090 000","60460 000","24600379190 880","35327 892","20930 000","45090000 000","","14069100 000","17060000 000","122137 000","11362400 000","87060000 000","","","15.06.2023 21:44","22.08.2024 10:08"
"6495.01","36808091","PC","10h02m52.63s","1507192 760","-46d22m28.98s","-463747 180","-73500 000","41930 000","24600349823 220","37781 679","44160 000","56350000 000","116911 000","13173400 000","16780000 000","129730 000","9660500 000","61180000 000","40000 000","17700 000","15.06.2023 21:44","22.08.2024 10:08"
"6496.01","374741750","PC","10h04m11.74s","1510489 140","-60d07m34.42s","-601262 290","-60150 000","38300 000","24600378827 690","0.9942215","25540 000","72980000 000","","","","131263 000","17134300 000","","","","15.06.2023 21:44","22.08.2024 10:08"
"6497.01","303426966","PC","10h56m34.02s","1641417 350","-57d42m15.94s","-577044 270","-95370 000","35860 000","24600353016 280","21439 841","17930 000","133820000 000","168452 000","9682510 000","15540000 000","131074 000","9572460 000","67880000 000","42900 000","14400 000","15.06.2023 21:44","22.08.2024 10:08"
"6498.01","371596277","PC","09h51m32.48s","1478853 340","-67d06m46.97s","-671130 470","223630 000","-303810 000","24600312766 470","225095 172","45090 000","261990000 000","120156 000","143836 000","5420000 000","130303 000","3323570 000","49520000 000","45000 000","0.8400000","15.06.2023 21:44","22.08.2024 10:08"
"6499.01","45881495","PC","09h58m33.04s","1496376 540","-37d42m27.3s","-377075 840","-65920 000","-131210 000","24600242146 020","90441 543","11960 000","250060000 000","102153 000","17290 800","3190000 000","146334 000","2608030 000","36420000 000","46800 000","0.5700000","15.06.2023 21:44","22.08.2024 10:08"
"650.01","349373192","FP","07h21m02.65s","1102610 440","-60d09m19.71s","-601554 750","-16670 000","124910 000","24583263152 800","0.7698300","27740 000","1601920 000","","492376000 000","41490000 000","97839 000","4027620 000","86580000 000","39200 000","","21.03.2019 15:42","07.08.2023 10:10"
"6500.01","72806004","PC","10h10m16.2s","1525675 200","-40d38m50.5s","-406473 600","-160260 000","266870 000","24600381856 550","44156 851","10910 000","31660000 000","77574 100","1433630 000","9640000 000","119865 000","3431120 000","55990000 000","43500 000","11000 000","15.06.2023 21:44","22.08.2024 10:08"
