"toi","tid","tfopwg_disp","rastr","ra","decstr","dec","st_pmra","st_pmdec","pl_tranmid","pl_orbper","pl_trandurh","pl_trandep","pl_rade","pl_insol","pl_eqt","st_tmag","st_dist","st_teff","st_logg","st_rad","toi_created","rowupdate"
"231.01","204376737","KP","23h12m37.71s","3481571 280","-22d40m26.85s","-226741 250","-233050 000","-368950 000","24583573947 440","33610 013","25685 869","240817810 523","127400 071","2730272 959","10367433 695","114779 000","1971190 000","53750000 000","44937 100","0.8177050","29.11.2018 21:52","19.09.2024 10:08"
"2310.01","38467100","PC","04h06m05.76s","615240 050","-60d28m02.11s","-604672 520","","","24593578959 030","29432 073","25010 000","125600000 000","136531 000","3289760 000","11860000 000","129565 000","","52667000 000","","11800 000","01.10.2020 13:35","21.03.2022 16:02"
"2311.01","25139786","APC","21h45m05.46s","3262727 470","-20d01m57.05s","-200325 140","117080 000","15550 000","24590627702 010","15933 772","17732 569","78420221 441","90125 420","7855954 321","13502664 813","120892 000","2648740 000","52894000 000","45000 000","0.8851250","01.10.2020 13:35","29.10.2021 12:59"
"2312.01","147425389","PC","21h50m28.24s","3276176 570","-46d17m42.93s","-462952 570","150560 000","-17930 000","24590633753 300","31856 867","31050 115","77766827 786","","5564403 323","12387235 661","125260 000","4903140 000","55905000 000","44000 000","","01.10.2020 13:35","25.04.2024 10:08"
"2313.01","325468685","PC","23h39m16.05s","3548168 670","-78d44m47.5s","-787465 290","","","24590630022 350","18905 304","12347 831","35505585 147","","11157780 219","14740567 378","114490 000","3309490 000","58160000 000","43000 000","","01.10.2020 13:35","25.04.2024 10:08"
"2314.01","355446093","PC","23h23m28.74s","3508697 450","-52d10m33.39s","-521759 420","-136880 000","-32480 000","24590632400 330","159375 460","45395 335","41722924 827","119220 549","1802682 649","9345436 034","117493 000","5402680 000","60931000 000","41000 000","15503 300","01.10.2020 13:35","29.10.2021 12:59"
"2315.01","302333151","APC","21h22m05.78s","3205240 830","-27d33m15.87s","-275544 090","-70440 000","-81490 000","24590623731 490","14407 070","18086 852","45144039 925","99844 910","26293283 978","18263371 679","110675 000","2904360 000","59412000 000","43000 000","11648 901","01.10.2020 13:35","07.03.2025 11:45"
"2316.01","61980227","FP","22h22m08.86s","3355369 200","-30d45m50.14s","-307639 270","74370 000","-109310 000","24590645942 920","30958 985","18584 684","103549916 952","192443 952","12463528 431","15154094 870","120516 000","5394860 000","67640000 000","43000 000","12584 400","01.10.2020 13:35","14.09.2024 12:03"
"2317.01","274599700","FP","17h01m18.8s","2553283 420","+51d31m45.83s","515293 960","-274780 000","193440 000","24590020812 340","","84494 541","60078703 021","116258 650","495046 850","6765210 666","118831 000","4481430 000","56357500 000","41239 700","14356 500","05.10.2020 21:01","29.10.2021 12:59"
"2318.01","88840705","APC","17h30m21.44s","2625893 320","+40d22m10.07s","403694 650","175400 000","-554500 000","24590266476 130","","46833 042","27492099 367","65071 192","91909 015","4440780 191","86512 000","450103 000","49680000 000","44380 000","0.8445480","05.10.2020 21:01","19.07.2022 12:02"
"2319.01","349488688","CP","16h55m08.37s","2537848 850","+20d29m29.49s","204915 240","147550 000","446890 000","24590027652 650","","61120 058","8555836 036","41844 083","0.9694479","2530759 438","84030 200","1078980 000","63290000 000","42450 900","13961 900","05.10.2020 21:01","23.03.2023 14:58"
"2319.02","349488688","KP","16h55m08.37s","2537848 850","+20d29m29.49s","204915 240","147550 000","446890 000","24589942874 560","116207 544","56290 584","4860090 375","32075 540","2392814 950","10031064 616","84030 200","1078980 000","63290000 000","42450 900","13961 900","15.08.2023 20:53","18.08.2023 12:03"
"232.01","402026209","KP","23h34m15.1s","3535629 150","-42d03m42.4s","-420617 790","98740 000","-875180 000","24583551844 210","13382 314","21560 676","271370920 051","148542 602","11886218 545","14975477 444","118295 000","2672060 000","54360000 000","44602 400","0.8949740","29.11.2018 21:52","03.06.2024 10:08"
"2320.01","207501148","FP","16h30m37.71s","2476571 240","+56d23m59.53s","563998 690","-516260 000","1252090 000","24590077272 930","","44875 335","41112234 826","180000 000","827545 001","7692502 648","98531 700","1675420 000","58790000 000","42812 200","12362 300","05.10.2020 21:01","29.10.2021 12:59"
"2321.01","138126035","PC","13h06m56.74s","1967364 090","+16d32m57.62s","165493 400","-38220 000","-251620 000","24589543241 390","7163497 402","36120 000","8670000 000","29082 600","0.0174179","1010000 000","98432 500","1205350 000","56458400 000","44614 800","0.9700000","05.10.2020 21:01","15.11.2022 16:02"
"2322.01","300812741","CP","07h47m53.54s","1169731 030","-71d00m07.08s","-710019 670","78730 000","-533090 000","24590374175 390","202254 946","22719 961","7121489 700","19090 249","104016 117","4580310 383","100534 000","598610 000","44650000 000","46000 000","0.6975470","07.10.2020 15:20","26.08.2025 12:03"
"2322.02","300812741","CP","07h47m53.54s","1169731 030","-71d00m07.08s","-710019 670","78730 000","-533090 000","24601604513 370","113071 786","28240 000","2640000 000","10296 800","189311 000","5810000 000","100534 000","598610 000","44650000 000","46000 000","0.7000000","12.08.2021 22:51","26.08.2025 12:03"
"2323.01","293527670","FP","23h28m46.28s","3521928 450","-76d38m12.83s","-766368 960","370270 000","-370790 000","24590866098 200","0.9865600","0.7240000","3900000 000","37868 700","5742940 000","13630000 000","103338 000","2386800 000","55220000 000","39900 000","16400 000","07.10.2020 15:20","29.10.2021 12:59"
"2324.01","69819610","PC","22h31m32.9s","3378870 710","-23d09m54.18s","-231650 500","-345100 000","-361990 000","24601789934 960","10361 758","29300 000","3480000 000","26239 500","188691000 000","32650000 000","91442 500","1651580 000","64130000 000","42000 000","15000 000","07.10.2020 15:20","24.10.2023 16:02"
"2325.01","152800085","APC","22h54m10.71s","3435446 320","-36d17m16s","-362877 770","-76750 000","-179530 000","24601551460 470","42699 100","15090 000","22400000 000","89557 800","6673360 000","14150000 000","95103 000","2238520 000","65800000 000","41600 000","16200 000","07.10.2020 15:20","04.06.2025 16:00"
"2326.01","175456679","PC","23h21m57.92s","3504913 130","-40d10m27.67s","-401743 520","16000 000","-96000 000","24602013340 150","589970 907","57220 000","27250000 000","","","","94560 000","1541240 000","","","","07.10.2020 15:52","07.12.2023 16:02"
"2327.01","177308364","PC","06h53m41.32s","1034221 490","-73d04m32.57s","-730757 130","64760 000","-466870 000","24583965377 310","827899 763","58475 847","10178544 172","31369 358","64591 290","4065961 278","94088 000","1003510 000","61150000 000","45616 000","0.9577720","07.10.2020 15:52","23.02.2024 10:08"
"2328.01","394287035","CP","02h06m45.78s","316907 420","-81d14m50.55s","-812473 760","318040 000","-16770 000","24593566076 470","171019 622","33570 000","114300000 000","101067 000","200982 000","5890000 000","115840 000","2317820 000","53023000 000","44000 000","0.9300000","07.10.2020 20:14","20.04.2025 12:03"
"2329.01","238920875","PC","06h17m06.89s","942786 910","-52d20m18.61s","-523385 020","185220 000","-190820 000","24599662653 040","65346 715","33040 000","63700000 000","107773 000","1218530 000","9250000 000","117944 000","3337010 000","54240000 000","33500 000","13300 000","23.10.2020 19:58","05.12.2024 16:02"
"233.01","415969908","PC","22h54m50.07s","3437086 120","-18d54m44.8s","-189124 450","-3178350 000","-1432210 000","24583652614 510","116700 285","20534 143","27837905 216","20205 499","40210 338","3611637 726","113018 000","337730 000","36440000 000","47991 200","0.3802720","29.11.2018 21:52","25.04.2024 10:08"
"233.02","415969908","PC","22h54m50.07s","3437086 120","-18d54m44.8s","-189124 450","-3178350 000","-1432210 000","24583594714 370","72011 383","21444 681","16628398 306","17056 002","76541 813","4242232 195","113018 000","337730 000","36440000 000","47991 200","0.3802720","20.04.2022 20:40","25.04.2024 10:08"
"2330.01","180991313","KP","11h31m26.07s","1728586 450","-41d41m22.26s","-416895 180","-134420 000","22690 000","24593293080 100","22088 214","25440 000","77700000 000","116656 000","10520800 000","15860000 000","118699 000","4167840 000","59604000 000","42700 000","12600 000","23.10.2020 19:58","11.11.2021 10:10"
"2331.01","168751223","PC","04h10m41.17s","626715 350","-32d59m32.78s","-329924 400","368670 000","199140 000","24591673349 110","47150 942","24360 000","74600000 000","74893 900","1184600 000","9190000 000","133666 000","1633560 000","37980000 000","46700 000","0.5700000","23.10.2020 19:58","29.10.2021 12:59"
"2332.01","286000547","PC","09h18m57.97s","1397415 480","-15d18m29.09s","-153080 800","-102630 000","-59570 000","24592737593 200","74972 297","35890 000","144800000 000","119137 000","1438140 000","9640000 000","122015 000","3604780 000","55962000 000","44300 000","10000 000","23.10.2020 19:58","07.03.2023 12:02"
"2333.01","358579111","PC","03h36m53.13s","542213 830","-60d03m41.31s","-600614 760","-0.4120000","-42130 000","24591692980 950","142197 641","64160 000","23900000 000","87867 800","2155520 000","10670000 000","123462 000","8178740 000","61150000 000","39700 000","18300 000","23.10.2020 19:58","06.09.2023 12:02"
"2334.01","200743403","PC","03h16m37.01s","491541 930","-48d06m28.5s","-481079 180","235910 000","-112860 000","24591691244 500","79980 831","30470 000","39600000 000","109403 000","973629 000","8750000 000","121385 000","5931630 000","55560000 000","39700 000","17000 000","23.10.2020 19:58","29.10.2021 12:59"
"2335.01","160003961","APC","03h23m18.39s","508266 230","-40d27m12.66s","-404535 180","-41190 000","93490 000","24591695029 150","14492 052","11040 000","12000000 000","61566 600","5517770 000","13500000 000","121323 000","4397470 000","60049000 000","43900 000","11200 000","23.10.2020 19:58","29.10.2021 12:59"
"2336.01","88902249","CP","15h20m55.3s","2302304 160","-33d41m32.86s","-336924 600","63870 000","-190090 000","24600839765 480","77119 842","40580 000","31760000 000","107188 000","5361500 000","13400000 000","101757 000","2977160 000","64580000 000","40300 000","18300 000","23.10.2020 19:58","09.07.2025 16:00"
"2337.01","230001847","CP","19h22m28.77s","2906198 950","+60d51m14.05s","608539 040","-103350 000","98370 000","24597699811 020","29942 630","69172 309","11206492 357","115655 979","6195809 037","12724603 411","112347 000","5360460 000","47840000 000","","32285 900","23.10.2020 19:58","13.06.2023 16:02"
"2338.01","24358417","CP","05h25m22.7s","813445 820","-34d40m05.7s","-346682 490","380000 000","180220 000","24591836806 800","226539 607","34680 000","115300000 000","122765 000","138485 000","5370000 000","117024 000","3139960 000","55230000 000","43300 000","11200 000","23.10.2020 19:58","21.12.2022 12:03"
"2339.01","279514271","PC","07h03m02.89s","1057620 260","-55d22m05.83s","-553682 850","-11370 000","90540 000","24599643354 110","97728 388","74907 772","22797003 176","120232 332","6706896 654","12979266 601","119507 000","7537450 000","56368000 000","36600 000","24373 100","23.10.2020 19:58","05.12.2024 16:02"
"234.01","12423815","PC","00h10m16.52s","25688 520","-26d16m56.67s","-262824 080","230820 000","-27570 000","24583560877 150","28392 793","14011 791","352297098 319","104761 821","455594 673","6626197 999","146253 000","2493450 000","36420000 000","44380 000","0.5493300","29.11.2018 21:52","05.12.2024 16:02"
"2340.01","29959761","FP","02h49m02.75s","422614 410","-16d33m27.56s","-165576 550","598090 000","849040 000","24591697498 930","16471 574","10330 000","38800000 000","60689 400","3622370 000","12150000 000","118012 000","1789990 000","50270000 000","46400 000","0.7300000","23.10.2020 19:58","29.10.2021 12:59"
"2341.01","100267480","FP","20h27m22.45s","3068435 210","-53d13m14.35s","-532206 530","456580 000","-105990 000","24586817514 500","0.8774100","0.4720000","120500000 000","85914 800","263008 000","6300000 000","127220 000","1214330 000","34950000 000","46400 000","0.6200000","23.10.2020 19:58","06.02.2025 12:03"
"2342.01","100589632","FP","05h45m50.13s","864588 590","-32d56m51.51s","-329476 410","-292200 000","317960 000","24592211015 510","39471 567","16990 000","18800000 000","38696 800","713670 000","8090000 000","111581 000","1395460 000","47940000 000","44700 000","0.8400000","23.10.2020 19:58","29.10.2021 12:59"
"2343.01","166834768","PC","03h54m27.88s","586161 730","-31d20m41.62s","-313448 950","49460 000","-13030 000","24591696769 860","32553 185","20610 000","19200000 000","67291 700","3627490 000","12150000 000","122539 000","5112080 000","59270000 000","42800 000","12500 000","23.10.2020 19:58","29.10.2021 12:59"
"2344.01","311179742","PC","17h10m51.61s","2577150 330","-75d43m47.97s","-757299 920","-26160 000","13140 000","24593807431 640","83129 806","41710 000","26800000 000","107065 000","2379350 000","10940000 000","122766 000","8028750 000","59290000 000","38600 000","20300 000","23.10.2020 19:58","24.01.2023 16:02"
"2345.01","91555165","PC","02h55m32.35s","438847 940","-34d58m40.71s","-349779 750","2024010 000","-1043530 000","24591167315 750","10526 157","15288 415","3585076 064","14203 085","7062654 804","13148062 038","103759 000","816541 000","46210000 000","45400 000","0.7585750","23.10.2020 19:58","26.05.2023 12:03"
"2345.02","91555165","PC","02h55m32.35s","438847 940","-34d58m40.71s","-349779 750","2024010 000","-1043530 000","24591202996 700","421289 893","46130 523","9616558 670","23404 732","51588 515","3843775 426","103759 000","816541 000","46210000 000","45400 000","0.7585750","28.07.2021 20:17","29.10.2021 12:59"
"2346.01","317483660","PC","05h52m22.3s","880929 070","-13d22m20.89s","-133724 690","-112340 000","30590 000","24592240558 850","33311 975","37050 000","123900000 000","148770 000","14374300 000","17150000 000","115584 000","4374840 000","66050000 000","43300 000","13300 000","23.10.2020 19:58","29.10.2021 12:59"
"2347.01","301343785","APC","03h29m57.03s","524876 050","-00d54m15.18s","-0.9042170","47240 000","-21840 000","24591697387 160","11736 318","13970 000","14700000 000","81147 000","15054100 000","17350000 000","116751 000","5873690 000","60337000 000","39200 000","19300 000","23.10.2020 19:58","29.10.2021 12:59"
"2348.01","317019074","PC","05h45m01.12s","862546 780","-13d19m35.82s","-133266 170","11050 000","0.7410000","24592254396 880","12043 785","10470 000","11700000 000","49850 000","11246000 000","16130000 000","116884 000","4878540 000","65950000 000","43000 000","13800 000","23.10.2020 19:58","29.10.2021 12:59"
"2349.01","405452527","APC","09h33m02.24s","1432593 390","-13d49m50.28s","-138306 340","-77850 000","23420 000","24599979133 550","115738 497","66560 000","187300000 000","224042 000","2100560 000","10600000 000","118929 000","5288690 000","57820000 000","40400 000","16100 000","23.10.2020 19:58","17.10.2023 16:02"
"235.01","280095254","PC","03h04m47.5s","461979 140","-73d23m46.95s","-733963 740","1147500 000","467600 000","24583572838 350","100902 590","17502 645","25857862 462","","948642 410","7959675 881","94688 000","1043010 000","54544200 000","34424 700","","17.05.2019 18:40","23.02.2024 10:08"
"2350.01","47601197","PC","06h29m37.95s","974081 220","-21d59m39.79s","-219943 850","-53280 000","-90060 000","24584765887 850","86251 769","27040 000","16900000 000","75544 400","1619800 000","9930000 000","106477 000","1855060 000","54840000 000","43500 000","10800 000","23.10.2020 19:58","08.03.2023 12:03"
"2350.02","47601197","PC","06h29m37.95s","974081 220","-21d59m39.79s","-219943 850","-53280 000","-90060 000","24584803588 480","48714 085","26430 000","11800000 000","38394 000","3504760 000","12050000 000","106477 000","1855060 000","54840000 000","43500 000","10800 000","18.03.2021 19:58","05.03.2025 12:03"
"2351.01","290036495","APC","12h50m38.79s","1926616 320","-14d33m54.36s","-145650 990","-220150 000","-80120 000","24595736852 620","52524 792","18280 000","234000000 000","207884 000","1320720 000","9440000 000","121103 000","4575700 000","57280000 000","42400 000","12700 000","23.10.2020 19:58","10.03.2022 16:02"
"2352.01","32925763","PC","05h49m29.59s","873732 850","-25d22m32.21s","-253756 130","13670 000","99880 000","24592262797 370","16804 461","10990 000","20200000 000","53703 900","8332500 000","14960000 000","110863 000","2319070 000","56950000 000","44100 000","10400 000","23.10.2020 19:58","29.10.2021 12:59"
"2353.01","177079323","PC","06h52m58.89s","1032453 940","-67d32m21.34s","-675392 600","43310 000","20400 000","24585444878 020","57517 969","30489 623","7015728 877","62303 216","13086880 472","15340120 939","118950 000","7233920 000","65103000 000","39700 000","19761 600","23.10.2020 19:58","11.03.2024 10:08"
"2354.01","219766989","FP","12h49m17.21s","1923217 200","-21d19m58.92s","-213330 330","-0.7940000","-107360 000","24593321528 740","0.5109902","0.7090000","27200000 000","95479 200","40488500 000","22220000 000","119951 000","5696510 000","60950000 000","41300 000","15300 000","23.10.2020 19:58","29.10.2021 12:59"
"2355.01","124515764","PC","13h16m05.05s","1990210 290","-33d45m50.26s","-337639 600","-253690 000","-73500 000","24593321746 140","12709 769","23350 000","14000000 000","41076 100","40968400 000","22280000 000","117959 000","4182510 000","62960000 000","43900 000","11700 000","23.10.2020 19:58","24.01.2023 16:02"
"2356.01","30947715","PC","05h18m28.29s","796178 900","-28d00m21.35s","-280059 300","135400 000","-0.2800000","24584894050 400","36627 500","30960 000","9700000 000","35275 800","7823330 000","14730000 000","117118 000","4150400 000","61500000 000","43300 000","12200 000","23.10.2020 19:58","29.10.2021 12:59"
"2357.01","124206468","PC","13h08m48.13s","1972005 360","-31d29m58.07s","-314994 640","44910 000","-0.8290000","24593297322 810","70924 883","28690 000","55400000 000","122608 000","2000570 000","10470000 000","114586 000","5035350 000","64930000 000","41700 000","15800 000","23.10.2020 19:58","18.11.2024 12:03"
"2358.01","124095888","FP","13h05m08.6s","1962858 340","-31d59m07.36s","-319853 780","-63910 000","-141820 000","24593311957 560","11258 127","0.3740000","14400000 000","131558 000","5708520 000","13610000 000","115137 000","3950460 000","64230000 000","43600 000","12400 000","23.10.2020 19:58","25.01.2025 12:03"
"2359.01","436102447","PC","05h35m16.48s","838186 640","+06d35m15.75s","65877 080","-43830 000","-160490 000","24584863926 600","51858 000","71910 000","45500000 000","185118 000","17534100 000","18020000 000","110331 000","5942650 000","61300000 000","36400 000","27000 000","23.10.2020 19:58","29.10.2021 12:59"
"236.01","9727392","FP","23h53m46.74s","3584447 340","-10d53m05.85s","-108849 580","0.7990000","33550 000","24583553257 110","45344 510","49363 910","235748429 110","231837 890","10037032 593","14355591 220","112932 000","5029270 000","64215000 000","41900 000","14745 900","29.11.2018 21:52","20.10.2022 16:02"
"2360.01","31656385","FP","03h06m38.32s","466596 740","-66d00m28.56s","-660079 320","145190 000","117270 000","24590739956 200","228451 800","72150 000","92100000 000","151752 000","919765 000","8620000 000","119961 000","5801880 000","59631000 000","40800 000","15700 000","23.10.2020 19:58","18.09.2024 10:08"
"2361.01","204671232","PC","12h19m55.81s","1849825 510","-27d17m05.41s","-272848 370","-368150 000","106150 000","24585952089 100","87154 600","39340 000","120100000 000","121387 000","1034890 000","8880000 000","119196 000","3148770 000","53950000 000","43600 000","10600 000","23.10.2020 19:58","29.10.2021 12:59"
"2362.01","302924206","PC","02h19m49.02s","349542 620","-62d30m13.74s","-625038 170","-133340 000","-70860 000","24601579211 150","69444 047","27056 073","52649280 735","134708 551","4496608 267","11744675 265","123715 000","6340330 000","61045000 000","41900 000","14194 500","23.10.2020 19:58","25.04.2024 10:08"
"2363.01","445456888","PC","07h31m30.09s","1128753 660","-52d59m09.19s","-529858 870","-153820 000","113760 000","24599680155 420","55436 298","38790 000","54000000 000","135659 000","7026610 000","14340000 000","121046 000","7212500 000","65100000 000","40500 000","18100 000","23.10.2020 19:58","10.07.2025 10:08"
"2364.01","39414571","CP","05h56m31.21s","891300 260","-05d00m43.31s","-50120 300","123060 000","-154240 000","24592270444 470","40197 555","26880 000","97500000 000","95759 400","2118130 000","10620000 000","115521 000","2196140 000","52160000 000","44400 000","0.9400000","23.10.2020 19:58","03.12.2023 12:03"
"2365.01","344085117","FP","07h12m04.19s","1080174 490","-50d14m52s","-502477 780","81260 000","-208720 000","24599629204 170","0.6597520","0.6731474","11381047 916","43019 481","71306861 294","23437030 204","119732 000","4151370 000","58320000 000","42600 000","12511 200","23.10.2020 19:58","10.07.2025 10:08"
"2366.01","39218269","APC","05h54m01.21s","885050 220","-03d38m23.67s","-36399 070","87100 000","224710 000","24592249667 180","171869 882","38450 000","31300000 000","129307 000","972728 000","8740000 000","118402 000","4395690 000","60497000 000","38700 000","20500 000","23.10.2020 19:58","15.02.2024 12:03"
"2367.01","441159680","PC","22h12m26.72s","3331113 470","-26d55m34.93s","-269263 700","70450 000","-111920 000","24590847867 600","57498 400","37340 000","176900000 000","144892 000","3294990 000","11860000 000","123193 000","4675160 000","60460000 000","44200 000","10800 000","23.10.2020 19:58","29.10.2021 12:59"
"2368.01","401125028","CP","08h59m49.83s","1349576 230","-48d29m18.57s","-484884 930","-51780 000","-198170 000","24599906468 840","51750 108","20076 562","130200753 250","114726 621","1627267 425","9109289 033","116955 000","2109150 000","51770000 000","44800 000","0.8926850","23.10.2020 19:58","09.07.2025 16:00"
"2369.01","220068921","PC","05h35m39.31s","839138 070","+04d49m40.69s","48279 700","33990 000","-323900 000","24584894383 900","33637 600","34180 000","70300000 000","107493 000","7056990 000","14350000 000","121227 000","4182900 000","57133000 000","42400 000","12700 000","23.10.2020 19:58","29.10.2021 12:59"
"237.01","305048087","CP","23h32m58.45s","3532435 380","-29d24m59.35s","-294164 870","1510470 000","-3331940 000","24583552417 530","54361 667","15419 673","47971288 482","17175 409","36311 669","3520718 502","134102 000","380749 000","31390000 000","50494 400","0.2112990","29.11.2018 21:52","15.08.2025 16:00"
"2370.01","347357977","PC","08h51m35.72s","1328988 220","-16d23m10.6s","-163862 770","-119630 000","-43760 000","24592625124 180","126826 724","38270 000","24900000 000","52495 300","768372 000","8240000 000","114878 000","2947520 000","58510000 000","44300 000","10400 000","23.10.2020 19:58","29.10.2021 12:59"
"2371.01","432132155","PC","09h09m14.81s","1373117 100","-19d46m40.88s","-197780 210","-105340 000","-22290 000","24592754951 260","48984 239","37520 000","99300000 000","129070 000","4096670 000","12530000 000","122036 000","4711520 000","57740000 000","42300 000","12900 000","23.10.2020 19:58","22.01.2024 12:03"
"2372.01","189620016","FP","09h36m09.75s","1440406 060","-24d45m04.02s","-247511 180","-63760 000","15790 000","24599894544 930","11792 344","17572 263","53986996 811","269739 777","162576914 094","28799468 214","122186 000","10929100 000","61271000 000","36700 000","26058 199","23.10.2020 19:58","29.01.2024 12:03"
"2373.01","332558858","CP","04h06m44.69s","616862 200","-16d45m20.72s","-167557 550","112890 000","-391750 000","24591685071 000","133368 173","43840 000","82100000 000","112448 000","698726 000","8050000 000","125882 000","5086860 000","55170000 000","42600 000","12000 000","23.10.2020 19:58","28.02.2024 12:02"
"2374.01","439366538","CP","21h17m59.58s","3194982 410","-22d02m59.36s","-220498 230","-115140 000","-313310 000","24583265553 870","43136 200","17090 000","94900000 000","80191 700","542011 000","7550000 000","112057 000","1346550 000","49295000 000","0.1000000","0.8000000","28.10.2020 23:31","20.04.2025 12:03"
"2375.01","164150537","PC","22h22m58.11s","3357421 100","+30d34m23.76s","305732 680","277280 000","104050 000","24598505413 560","61600 755","18080 000","189300000 000","177265 000","643828 000","7890000 000","126389 000","5211170 000","56690000 000","42900 000","11900 000","28.10.2020 23:33","06.02.2023 10:10"
"2376.01","326522874","PC","22h58m58.56s","3447439 890","-23d08m52.9s","-231480 280","-140140 000","-70460 000","24590911684 240","31821 969","30676 639","37466638 386","93708 418","10425767 464","14492615 097","127119 000","6655830 000","56725000 000","44000 000","13954 000","06.11.2020 18:59","25.04.2024 10:08"
"2377.01","146165619","APC","22h47m29.23s","3418717 730","-15d34m22.61s","-155729 470","0.6180000","-301480 000","24594492771 040","16766 585","15287 110","373919473 651","166532 667","1806590 045","9350496 086","141858 000","2886420 000","41550000 000","46624 700","0.6226660","06.11.2020 18:59","15.07.2022 16:02"
"2378.01","231063955","PC","02h06m28.21s","316175 230","-56d11m55.97s","-561988 800","491130 000","169160 000","24590907459 610","34972 769","20988 025","178340824 111","115840 209","1926704 823","9502186 404","133921 000","3906180 000","49400000 000","45300 000","0.8079700","06.11.2020 18:59","05.12.2024 16:02"
"2379.01","201177276","CP","23h52m22.09s","3580920 470","-53d02m35.36s","-530431 560","165280 000","17400 000","24590624642 980","54693 888","18076 781","324118559 890","115779 216","275364 506","5842473 340","136521 000","2112470 000","37700000 000","46187 100","0.6389020","06.11.2020 18:59","20.04.2025 12:03"
"238.01","9006668","CP","23h16m55.46s","3492310 810","-18d36m23.93s","-186066 460","-532380 000","-0.1950000","24602057479 920","12730 965","14800 000","4140000 000","15792 500","6602770 000","14120000 000","99266 010","805407 000","50240000 000","45685 000","0.7700000","29.11.2018 21:52","26.04.2024 10:08"
"2380.01","176220787","KP","00h01m18.18s","0.3257610","-08d55m34.5s","-89262 510","24730 000","96470 000","24590925242 570","52153 618","55895 721","52058347 338","177519 701","18434632 721","16711997 882","94834 000","2755870 000","60672000 000","37300 000","23901 401","06.11.2020 18:59","27.11.2024 10:08"
"2381.01","39080923","PC","00h54m34.46s","136435 880","-67d54m54.57s","-679151 590","-124650 000","-280550 000","24590397519 510","50451 188","18549 863","139491155 643","180229 867","3197861 956","10785360 791","123643 000","4221510 000","53370000 000","45000 000","11663 600","06.11.2020 18:59","05.12.2024 16:02"
"2382.01","2760219","PC","23h45m30.04s","3563751 850","-16d06m50.85s","-161141 240","123690 000","-53940 000","24590896068 130","46612 025","21408 549","51356657 253","127709 747","8239647 363","13664599 455","114408 000","4349200 000","58845000 000","43000 000","15237 300","06.11.2020 18:59","25.04.2024 10:08"
"2383.01","20897611","APC","00h05m56.36s","14848 360","-20d39m14.24s","-206539 550","-66670 000","-495700 000","24591085914 230","31353 607","14380 000","86340000 000","222860 000","4598180 000","12900000 000","104590 000","1745930 000","55030000 000","44000 000","10600 000","06.11.2020 18:59","16.11.2023 16:02"
"2384.01","382602147","CP","02h24m37.48s","361561 460","-65d00m00.71s","-650001 960","85840 000","-526480 000","24590623416 300","21357 026","19116 457","292726184 890","116264 152","965817 843","7995461 856","133147 000","1915100 000","36782000 000","","0.6666520","06.11.2020 18:59","20.04.2025 12:03"
"2385.01","231850364","PC","01h47m51.62s","269650 780","-61d41m12.33s","-616867 580","65710 000","-36220 000","24590639746 990","31581 288","23951 941","168673851 717","135726 225","2426938 695","10066637 991","135445 000","4018370 000","43676000 000","","10241 700","06.11.2020 18:59","05.12.2024 16:02"
"2386.01","32487566","KP","00h18m24.73s","46030 420","-15d16m02.65s","-152674 040","273930 000","-244070 000","24590903831 070","27567 395","23808 565","92484759 918","138044 661","12255263 733","15090388 299","105853 000","2527590 000","60340000 000","42699 800","12842 700","06.11.2020 18:59","29.10.2021 12:59"
"2387.01","237885040","APC","01h21m38.49s","204103 820","-64d52m32.56s","-648757 100","-51130 000","-61680 000","24590632294 470","56601 098","15377 473","84276778 878","123816 484","3611289 137","11118221 321","118933 000","3963080 000","58598000 000","44000 000","11873 699","06.11.2020 18:59","07.11.2022 12:02"
"2388.01","382625239","PC","07h53m33.21s","1183883 570","-63d46m11.32s","-637698 120","0.4000000","134000 000","24583552677 850","13442 724","46777 347","443806 696","","17580840 398","16515041 046","81150 000","","","","","06.11.2020 19:50","28.03.2024 10:08"
"2389.01","89544985","PC","23h51m50.95s","3579623 010","-19d10m42.53s","-191784 800","158620 000","-127770 000","24590890466 830","23372 423","14487 311","115684008 531","105103 504","5501159 381","12351886 902","133922 000","5265910 000","53350000 000","45000 000","0.9104840","09.11.2020 22:39","12.09.2024 12:02"
"239.01","9725627","KP","23h53m38.03s","3584084 790","-10d07m05.22s","-101181 180","-192020 000","-81720 000","24583569622 280","41567 834","39413 609","48301859 522","98517 709","9416088 632","14128217 887","109774 000","3535390 000","63625000 000","45900 000","13883 100","29.11.2018 21:52","27.11.2024 10:08"
"2390.01","369965258","PC","00h20m30.86s","51286 020","-61d23m10.23s","-613861 740","97260 000","-28540 000","24590639283 350","21192 866","15061 152","17012818 142","84965 052","53173634 661","21779295 950","113641 000","6592010 000","70220000 000","42000 000","19976 100","09.11.2020 22:48","05.12.2024 16:02"
"2391.01","299897516","PC","00h40m38.89s","101620 560","-60d52m49.53s","-608804 240","140620 000","59250 000","24590643376 660","78369 842","68077 198","145329486 121","214721 115","4343612 918","11643472 682","129370 000","8595090 000","57748000 000","44000 000","17582 600","09.11.2020 22:50","23.07.2024 12:02"
