"pl_name","hostname","default_flag","disposition","disp_refname","sy_snum","sy_pnum","discoverymethod","disc_year","disc_facility","soltype","pl_controv_flag","pl_refname","pl_orbper","pl_orbsmax","pl_rade","pl_radj","pl_bmasse","pl_bmassj","pl_bmassprov","pl_orbeccen","pl_insol","pl_eqt","ttv_flag","st_refname","st_spectype","st_teff","st_rad","st_mass","st_met","st_metratio","st_logg","sy_refname","rastr","ra","decstr","dec","sy_dist","sy_vmag","sy_kmag","sy_gaiamag","rowupdate","pl_pubdate","releasedate"
"K2-268 c","K2-268","0","CONFIRMED","Livingston et al. 2018","1","5","Transit","2018","K2","Published Candidate","0","<a refstr=NARDIELLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1831N/abstract target=ref>Nardiello et al. 2016</a>","932542900 000","","214000 000","0.19100000","","","","","","","0","<a refstr=NARDIELLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1831N/abstract target=ref>Nardiello et al. 2016</a>","","","0.713000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h54m50.28s","1337094 899","+11d50m53.78s","118482 712","32778300 000","138480 000","116390 000","135627 000","13.12.2017","2016-12","13.12.2017"
"K2-268 c","K2-268","0","CONFIRMED","Livingston et al. 2018","1","5","Transit","2018","K2","Published Candidate","0","<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>","932500000 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","5035.99","0.801255","0.839000","0.0848","[M/H]","4554 290","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h54m50.28s","1337094 899","+11d50m53.78s","118482 712","32778300 000","138480 000","116390 000","135627 000","18.07.2016","2016-10","18.07.2016"
"K2-268 c","K2-268","0","CONFIRMED","Livingston et al. 2018","1","5","Transit","2018","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","933155684 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","5035.99","0.801255","0.839000","0.0848","[M/H]","4554 290","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h54m50.28s","1337094 899","+11d50m53.78s","118482 712","32778300 000","138480 000","116390 000","135627 000","21.12.2016","2016-10","21.12.2016"
"K2-268 c","K2-268","0","CONFIRMED","Livingston et al. 2018","1","5","Transit","2018","K2","Published Confirmed","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","932684100 000","0.0819000000","269000 000","0.23998573","","","","","","688.00","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","","5068.00","0.780000","0.840000","0.0300","[Fe/H]","4590 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h54m50.28s","1337094 899","+11d50m53.78s","118482 712","32778300 000","138480 000","116390 000","135627 000","24.10.2018","2018-12","26.10.2018"
"K2-268 d","K2-268","0","CONFIRMED","de Leon et al. 2021","1","5","Transit","2021","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","452905000 000","","185000 000","0.16500000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.773000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h54m50.28s","1337094 899","+11d50m53.78s","118482 712","32778300 000","138480 000","116390 000","135627 000","05.09.2019","2019-09","05.09.2019"
"K2-268 d","K2-268","1","CONFIRMED","de Leon et al. 2021","1","5","Transit","2021","K2","Published Confirmed","0","<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>","452859800 000","","149000 000","0.13292913","","","","","","888.00","0","<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>","","5106.00","0.780000","0.840000","0.0300","[Fe/H]","4580 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h54m50.28s","1337094 899","+11d50m53.78s","118482 712","32778300 000","138480 000","116390 000","135627 000","23.08.2021","2021-08","23.08.2021"
"K2-268 e","K2-268","0","CONFIRMED","de Leon et al. 2021","1","5","Transit","2021","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","613174000 000","","172000 000","0.15300000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.773000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h54m50.28s","1337094 899","+11d50m53.78s","118482 712","32778300 000","138480 000","116390 000","135627 000","05.09.2019","2019-09","05.09.2019"
"K2-268 e","K2-268","1","CONFIRMED","de Leon et al. 2021","1","5","Transit","2021","K2","Published Confirmed","0","<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>","613124300 000","","133000 000","0.11865486","","","","","","801.00","0","<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>","","5106.00","0.780000","0.840000","0.0300","[Fe/H]","4580 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h54m50.28s","1337094 899","+11d50m53.78s","118482 712","32778300 000","138480 000","116390 000","135627 000","23.08.2021","2021-08","23.08.2021"
"K2-268 f","K2-268","1","CONFIRMED","de Leon et al. 2021","1","5","Transit","2021","K2","Published Confirmed","0","<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>","2627057000 000","","223000 000","0.19894762","","","","","","492.00","0","<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>","","5106.00","0.780000","0.840000","0.0300","[Fe/H]","4580 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h54m50.28s","1337094 899","+11d50m53.78s","118482 712","32778300 000","138480 000","116390 000","135627 000","23.08.2021","2021-08","23.08.2021"
"K2-268 f","K2-268","0","CONFIRMED","de Leon et al. 2021","1","5","Transit","2021","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","2626780000 000","","260000 000","0.23000000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.773000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h54m50.28s","1337094 899","+11d50m53.78s","118482 712","32778300 000","138480 000","116390 000","135627 000","05.09.2019","2019-09","05.09.2019"
"K2-269 b","K2-269","0","CONFIRMED","Livingston et al. 2018","1","1","Transit","2018","K2","Published Candidate","0","<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>","414400000 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","6177.44","1496 120","1180 000","-0.1660","[M/H]","4160 020","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h40m37.23s","1301551 381","+13d00m52.85s","130146 799","36076000 000","117840 000","102120 000","113770 000","18.07.2016","2016-10","18.07.2016"
"K2-269 b","K2-269","1","CONFIRMED","Livingston et al. 2018","1","1","Transit","2018","K2","Published Confirmed","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","414496500 000","0.0531000000","157000 000","0.14006602","","","","","","1429.00","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","","6209.00","1450 000","1160 000","-0.0800","[Fe/H]","4180 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h40m37.23s","1301551 381","+13d00m52.85s","130146 799","36076000 000","117840 000","102120 000","113770 000","24.10.2018","2018-12","26.10.2018"
"K2-269 b","K2-269","0","CONFIRMED","Livingston et al. 2018","1","1","Transit","2018","K2","Published Candidate","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","414539800 000","","119563 950","0.11000000","","","","","","","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","","6035.00","1309 274","","-0.0700","[Fe/H]","4160 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h40m37.23s","1301551 381","+13d00m52.85s","130146 799","36076000 000","117840 000","102120 000","113770 000","15.02.2018","2018-03","15.02.2018"
"K2-269 b","K2-269","0","CONFIRMED","Livingston et al. 2018","1","1","Transit","2018","K2","Published Candidate","0","<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>","414493700 000","","140000 000","0.12000000","","","","","","","0","<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>","","","1280 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h40m37.23s","1301551 381","+13d00m52.85s","130146 799","36076000 000","117840 000","102120 000","113770 000","14.12.2017","2018-01","14.12.2017"
"K2-27 b","K2-27","0","CONFIRMED","Van Eylen et al. 2016","3","1","Transit","2016","K2","Published Confirmed","0","<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","677131500 000","0.0703000000","536000 000","0.47818717","","","","","2160 000","","0","<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","","5797.00","1030 000","1010 000","","","4420 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h26m03.64s","1715151 874","+01d13m50.25s","12306 237","24964500 000","126890 000","107040 000","124528 000","08.02.2017","2016-09","18.07.2016"
"K2-27 b","K2-27","0","CONFIRMED","Van Eylen et al. 2016","3","1","Transit","2016","K2","Published Candidate","0","<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>","677131000 000","","577000 000","0.51500000","","","","","","991.00","0","<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>","","5422.00","0.880000","","-0.0900","[Fe/H]","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h26m03.64s","1715151 874","+01d13m50.25s","12306 237","24964500 000","126890 000","107040 000","124528 000","05.12.2015","2015-08","05.12.2015"
"K2-27 b","K2-27","1","CONFIRMED","Van Eylen et al. 2016","3","1","Transit","2016","K2","Published Confirmed","0","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","677134700 000","","474000 000","0.42287520","3020000 000","0.09501983","Mass","","1160 000","836.00","0","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","","5246.00","0.876000","0.880000","0.1200","[Fe/H]","4480 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h26m03.64s","1715151 874","+01d13m50.25s","12306 237","24964500 000","126890 000","107040 000","124528 000","17.09.2025","2025-06","17.09.2025"
"K2-27 b","K2-27","0","CONFIRMED","Van Eylen et al. 2016","3","1","Transit","2016","K2","Published Confirmed","0","<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>","677131500 000","0.0670200000","448000 000","0.39967883","3090000 000","0.09722179","Mass","0.251000","1160 000","902.00","0","<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>","","5248.00","0.885000","0.866000","0.1300","[Fe/H]","4480 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h26m03.64s","1715151 874","+01d13m50.25s","12306 237","24964500 000","126890 000","107040 000","124528 000","08.02.2017","2017-04","09.02.2017"
"K2-27 b","K2-27","0","CONFIRMED","Van Eylen et al. 2016","3","1","Transit","2016","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","677093147 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","5231.00","0.892540","0.890000","0.1300","[M/H]","4486 200","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h26m03.64s","1715151 874","+01d13m50.25s","12306 237","24964500 000","126890 000","107040 000","124528 000","21.12.2016","2016-10","21.12.2016"
"K2-27 b","K2-27","0","CONFIRMED","Van Eylen et al. 2016","3","1","Transit","2016","K2","Published Confirmed","0","<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...56V/abstract target=ref>Van Eylen et al. 2016</a>","677145000 000","","445000 000","0.39700241","2910000 000","0.09155838","Mass","0.160000","","","0","<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...56V/abstract target=ref>Van Eylen et al. 2016</a>","","5320.00","0.850000","0.890000","0.1400","[Fe/H]","4600 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h26m03.64s","1715151 874","+01d13m50.25s","12306 237","24964500 000","126890 000","107040 000","124528 000","08.02.2017","2016-03","11.02.2016"
"K2-27 b","K2-27","0","CONFIRMED","Van Eylen et al. 2016","3","1","Transit","2016","K2","Published Confirmed","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","677138900 000","","458049 508","0.40864440","","","","","","","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","","5368.00","0.855055","0.920120","0.1500","[Fe/H]","4580 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h26m03.64s","1715151 874","+01d13m50.25s","12306 237","24964500 000","126890 000","107040 000","124528 000","14.02.2018","2018-03","15.02.2018"
"K2-27 b","K2-27","0","CONFIRMED","Van Eylen et al. 2016","3","1","Transit","2016","K2","TESS Project Candidate","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","677134110 000","","507965 000","0.45317680","","","","","1441 700","965.00","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","","5231.00","0.890000","","","","4490 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h26m03.64s","1715151 874","+01d13m50.25s","12306 237","24964500 000","126890 000","107040 000","124528 000","10.12.2024","2017-07","10.12.2024"
"K2-27 b","K2-27","0","CONFIRMED","Van Eylen et al. 2016","3","1","Transit","2016","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","677137500 000","","505000 000","0.45100000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.932000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h26m03.64s","1715151 874","+01d13m50.25s","12306 237","24964500 000","126890 000","107040 000","124528 000","05.09.2019","2019-09","05.09.2019"
"K2-27 b","K2-27","0","CONFIRMED","Van Eylen et al. 2016","3","1","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","677140210 000","","468000 000","0.41752163","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","5247.00","0.810000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","11h26m03.64s","1715151 874","+01d13m50.25s","12306 237","24964500 000","126890 000","107040 000","124528 000","05.12.2015","2016-01","05.12.2015"
"K2-270 b","K2-270","0","CONFIRMED","Livingston et al. 2018","1","2","Transit","2018","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","154345200 000","","130000 000","0.12000000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.735000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h45m03.97s","1312665 588","+13d32m59.04s","135497 322","28051800 000","138470 000","113680 000","134701 000","05.09.2019","2019-09","05.09.2019"
"K2-270 b","K2-270","1","CONFIRMED","Livingston et al. 2018","1","2","Transit","2018","K2","Published Confirmed","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","154306900 000","0.0247000000","138000 000","0.12311535","","","","","","1203.00","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","","4877.00","0.770000","0.850000","0.2600","[Fe/H]","4590 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h45m03.97s","1312665 588","+13d32m59.04s","135497 322","28051800 000","138470 000","113680 000","134701 000","24.10.2018","2018-12","26.10.2018"
"K2-270 b","K2-270","0","CONFIRMED","Livingston et al. 2018","1","2","Transit","2018","K2","Published Candidate","0","<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>","154304100 000","","150000 000","0.13000000","","","","","","","0","<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>","","","0.820000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h45m03.97s","1312665 588","+13d32m59.04s","135497 322","28051800 000","138470 000","113680 000","134701 000","14.12.2017","2018-01","14.12.2017"
"K2-270 c","K2-270","0","CONFIRMED","Livingston et al. 2018","1","2","Transit","2018","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","439973900 000","","301000 000","0.26900000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.735000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h45m03.97s","1312665 588","+13d32m59.04s","135497 322","28051800 000","138470 000","113680 000","134701 000","05.09.2019","2019-09","05.09.2019"
"K2-270 c","K2-270","0","CONFIRMED","Livingston et al. 2018","1","2","Transit","2018","K2","Published Candidate","0","<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>","440003700 000","","330000 000","0.29000000","","","","","","","0","<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>","","","0.820000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h45m03.97s","1312665 588","+13d32m59.04s","135497 322","28051800 000","138470 000","113680 000","134701 000","14.12.2017","2018-01","14.12.2017"
"K2-270 c","K2-270","0","CONFIRMED","Livingston et al. 2018","1","2","Transit","2018","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","439883617 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","4712.91","0.826001","0.754000","0.2297","[M/H]","4481 480","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h45m03.97s","1312665 588","+13d32m59.04s","135497 322","28051800 000","138470 000","113680 000","134701 000","21.12.2016","2016-10","21.12.2016"
"K2-270 c","K2-270","0","CONFIRMED","Livingston et al. 2018","1","2","Transit","2018","K2","Published Candidate","0","<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>","440000000 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","4712.91","0.826001","0.754000","0.2297","[M/H]","4481 480","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h45m03.97s","1312665 588","+13d32m59.04s","135497 322","28051800 000","138470 000","113680 000","134701 000","18.07.2016","2016-10","18.07.2016"
"K2-270 c","K2-270","1","CONFIRMED","Livingston et al. 2018","1","2","Transit","2018","K2","Published Confirmed","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","440002800 000","0.0497000000","295000 000","0.26318137","","","","","","848.00","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","","4877.00","0.770000","0.850000","0.2600","[Fe/H]","4590 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h45m03.97s","1312665 588","+13d32m59.04s","135497 322","28051800 000","138470 000","113680 000","134701 000","24.10.2018","2018-12","26.10.2018"
"K2-270 c","K2-270","0","CONFIRMED","Livingston et al. 2018","1","2","Transit","2018","K2","Published Candidate","0","<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>","439987100 000","","280000 000","0.25000000","","","","","","","0","<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>","","4810.00","0.772000","","","","4594 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h45m03.97s","1312665 588","+13d32m59.04s","135497 322","28051800 000","138470 000","113680 000","134701 000","26.02.2019","2018-07","26.02.2019"
