"pl_name","hostname","default_flag","disposition","disp_refname","sy_snum","sy_pnum","discoverymethod","disc_year","disc_facility","soltype","pl_controv_flag","pl_refname","pl_orbper","pl_orbsmax","pl_rade","pl_radj","pl_bmasse","pl_bmassj","pl_bmassprov","pl_orbeccen","pl_insol","pl_eqt","ttv_flag","st_refname","st_spectype","st_teff","st_rad","st_mass","st_met","st_metratio","st_logg","sy_refname","rastr","ra","decstr","dec","sy_dist","sy_vmag","sy_kmag","sy_gaiamag","rowupdate","pl_pubdate","releasedate"
"EPIC 206155922.01","EPIC 206155922","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","400932000 000","","108000 000","0.09640000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.680000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h26m12.08s","3365503 137","-10d38m37.66s","-106437 939","21513600 000","132860 000","106560 000","131291 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206159027.02","K2-68","1","CANDIDATE","Kruse et al. 2019","1","1","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","2067140000 000","","147000 000","0.13100000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.655000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h16m04.69s","3340195 539","-10d34m02.51s","-105673 649","16865200 000","129870 000","105300 000","126573 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206169157.01","EPIC 206169157","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","772000 000","0.68900000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","1763 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h27m51.33s","3369638 880","-10d20m12.62s","-103368 380","30898100 000","105130 000","94510 000","103596 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206169157.02","EPIC 206169157","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","3110000 000","277000 000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","1763 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h27m51.33s","3369638 880","-10d20m12.62s","-103368 380","30898100 000","105130 000","94510 000","103596 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206169375.01","EPIC 206169375","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>","0.36745300000","","255000 000","0.22700000","","","","","","","0","<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>","","6167.00","0.950000","","-0.1680","[Fe/H]","4160 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h56m03.92s","3440163 229","-10d19m56.33s","-103323 149","52131100 000","125490 000","112840 000","125502 000","09.06.2016","2016-08","09.06.2016"
"EPIC 206169375.01","EPIC 206169375","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","0.36747226000","","332000 000","0.29619056","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","6205.00","1290 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h56m03.92s","3440163 229","-10d19m56.33s","-103323 149","52131100 000","125490 000","112840 000","125502 000","05.12.2015","2016-01","05.12.2015"
"EPIC 206169375.01","EPIC 206169375","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","0.36747300000","","355452 348","0.32000000","","","","","","","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","","6060.00","1263 020","","-0.0800","[Fe/H]","4190 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h56m03.92s","3440163 229","-10d19m56.33s","-103323 149","52131100 000","125490 000","112840 000","125502 000","15.02.2018","2018-03","15.02.2018"
"EPIC 206169375.01","EPIC 206169375","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","0.36746450000","","390000 000","0.35000000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","1180 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h56m03.92s","3440163 229","-10d19m56.33s","-103323 149","52131100 000","125490 000","112840 000","125502 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206175552.01","EPIC 206175552","1","CANDIDATE","Barros et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","657986525 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","5874.00","1682 810","1060 000","","","4011 310","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h38m02.77s","3395115 221","-10d12m18.70s","-102051 939","85709500 000","139190 000","118160 000","133866 000","21.12.2016","2016-10","21.12.2016"
"EPIC 206192335.01","EPIC 206192335","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","359922000 000","","163000 000","0.14500000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.809000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h10m39.47s","3326644 652","-09d53m22.56s","-98895 990","18684400 000","123130 000","102500 000","118635 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206192335.01","EPIC 206192335","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","359906660 000","","162000 000","0.14452672","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","5107.00","0.780000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h10m39.47s","3326644 652","-09d53m22.56s","-98895 990","18684400 000","123130 000","102500 000","118635 000","05.12.2015","2016-01","05.12.2015"
"EPIC 206192335.01","EPIC 206192335","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","359905000 000","","158797 235","0.14000000","","","","","","","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","","5459.00","0.826124","","-0.1500","[Fe/H]","4590 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h10m39.47s","3326644 652","-09d53m22.56s","-98895 990","18684400 000","123130 000","102500 000","118635 000","15.02.2018","2018-03","15.02.2018"
"EPIC 206192335.01","EPIC 206192335","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","359912000 000","","146000 000","0.13000000","","","","","","","0","<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","","5518.00","0.820000","","","","4558 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h10m39.47s","3326644 652","-09d53m22.56s","-98895 990","18684400 000","123130 000","102500 000","118635 000","18.07.2016","2016-09","18.07.2016"
"EPIC 206208956.01","EPIC 206208956","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","501038000 000","","428000 000","0.38200000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","1530 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h49m29.78s","3423740 644","-09d36m55.06s","-96152 957","59177400 000","128770 000","111370 000","126351 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206215704 b","EPIC 206215704","0","CONFIRMED","Heller et al. 2019","1","1","Transit","2019","K2","Published Confirmed","0","<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>","225372000 000","","0.90000000","0.08029262","","","","","","","0","<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>","","","","0.407000","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h20m22.79s","3350949 721","-09d30m34.96s","-95097 112","10988800 000","178300 000","127670 000","161722 000","03.06.2019","2019-07","13.06.2019"
"EPIC 206215704 b","EPIC 206215704","0","CONFIRMED","Heller et al. 2019","1","1","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","225558000 000","","200000 000","0.20000000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.367000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h20m22.79s","3350949 721","-09d30m34.96s","-95097 112","10988800 000","178300 000","127670 000","161722 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206215704 b","EPIC 206215704","1","CONFIRMED","Heller et al. 2019","1","1","Transit","2019","K2","Published Confirmed","0","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","225543600 000","","100000 000","0.08921418","","","","","","","0","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","","3297.00","0.250000","","-0.3300","[Fe/H]","4900 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h20m22.79s","3350949 721","-09d30m34.96s","-95097 112","10988800 000","178300 000","127670 000","161722 000","28.03.2022","2021-08","28.03.2022"
"EPIC 206215704.01","EPIC 206215704","0","CANDIDATE","Kruse et al. 2019","1","1","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","0.62309386000","","252000 000","0.22481934","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","4231.00","0.650000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h20m22.79s","3350949 721","-09d30m34.96s","-95097 112","10988800 000","178300 000","127670 000","161722 000","05.12.2015","2016-01","05.12.2015"
"EPIC 206215704.01","EPIC 206215704","1","CANDIDATE","Kruse et al. 2019","1","1","Transit","2016","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","311594000 000","","159000 000","0.14200000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.367000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h20m22.79s","3350949 721","-09d30m34.96s","-95097 112","10988800 000","178300 000","127670 000","161722 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206226146.01","EPIC 206226146","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","1163547000 000","","260000 000","0.23000000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.892000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h03m27.92s","3308663 286","-09d20m43.54s","-93454 283","38700900 000","137210 000","117150 000","134786 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206260577.01","EPIC 206260577","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","198211600 000","","3500000 000","310000 000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","2050 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h17m18.98s","3343290 959","-08d49m48.33s","-88300 916","75478100 000","129100 000","113740 000","126990 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206262341.01","EPIC 206262341","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","3693210000 000","","298000 000","0.26600000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.955000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h32m12.39s","3380516 437","-08d48m12.11s","-88033 651","36433500 000","128320 000","111360 000","126109 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206267115.01","EPIC 206267115","1","FALSE POSITIVE","Crossfield et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","135823000 000","","144000 000","0.12800000","","","","","","","0","<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","","5675.00","0.950000","","","","4450 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h06m02.53s","3315105 424","-08d43m54.70s","-87318 618","48244200 000","133040 000","114710 000","130582 000","18.07.2016","2016-09","18.07.2016"
"EPIC 206268084.01","EPIC 206268084","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","845320000 000","","266000 000","0.23700000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","1041 900","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h38m07.04s","3395293 247","-08d43m03.89s","-87177 469","76377100 000","146650 000","127800 000","144295 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206298289.01","EPIC 206298289","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","0.43483590000","","159000 000","0.14185030","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","3714.00","0.500000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h29m25.87s","3373577 853","-08d15m59.97s","-82666 588","15027700 000","154970 000","113950 000","146255 000","05.12.2015","2016-01","05.12.2015"
"EPIC 206298289.01","EPIC 206298289","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>","0.43482700000","","162000 000","0.14500000","","","","","","","0","<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>","","3724.00","0.500000","","0.0170","[Fe/H]","4942 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h29m25.87s","3373577 853","-08d15m59.97s","-82666 588","15027700 000","154970 000","113950 000","146255 000","09.06.2016","2016-08","09.06.2016"
"EPIC 206298289.01","EPIC 206298289","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","0.43483200000","","0.96000000","0.08600000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.333000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h29m25.87s","3373577 853","-08d15m59.97s","-82666 588","15027700 000","154970 000","113950 000","146255 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206311743.01","EPIC 206311743","1","CANDIDATE","Barros et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","431444335 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","4952.00","2259 690","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h20m28.45s","3351185 265","-08d03m38.56s","-80607 125","65666500 000","132380 000","107010 000","129412 000","21.12.2016","2016-10","21.12.2016"
"EPIC 206312951.01","EPIC 206312951","0","CANDIDATE","Dressing et al. 2017","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","153396660 000","","147000 000","0.13114462","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","3757.00","0.520000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h28m20.55s","3370856 329","-08d02m29.96s","-80416 566","14494300 000","153330 000","113280 000","145395 000","05.12.2015","2016-01","05.12.2015"
"EPIC 206312951.01","EPIC 206312951","1","CANDIDATE","Dressing et al. 2017","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>","153402000 000","","113000 000","0.10100000","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","3698.00","0.520027","0.517496","","","4719 920","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h28m20.55s","3370856 329","-08d02m29.96s","-80416 566","14494300 000","153330 000","113280 000","145395 000","14.12.2017","2017-11","14.12.2017"
"EPIC 206315178.01","EPIC 206315178","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","0.31768280000","","1190000 000","106000 000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.944000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h30m50.70s","3377112 373","-08d00m20.57s","-80057 126","82986000 000","168220 000","138140 000","166912 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206317286 b","EPIC 206317286","1","CONFIRMED","Heller et al. 2019","1","2","Transit","2019","K2","Published Confirmed","0","<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>","158252000 000","","0.96000000","0.08564546","","","","","","","0","<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>","","","","0.711000","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h30m28.28s","3376178 427","-07d58m20.84s","-79724 560","31435000 000","140050 000","116350 000","137740 000","03.06.2019","2019-07","13.06.2019"
"EPIC 206317286 b","EPIC 206317286","0","CONFIRMED","Heller et al. 2019","1","2","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","158316000 000","","122000 000","0.10900000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.669000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h30m28.28s","3376178 427","-07d58m20.84s","-79724 560","31435000 000","140050 000","116350 000","137740 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206317286 c","EPIC 206317286","0","CONFIRMED","Christiansen et al. 2022","1","2","Transit","2022","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","1750166200 000","","263000 000","0.23463288","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","4749.00","0.730000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h30m28.28s","3376178 427","-07d58m20.84s","-79724 560","31435000 000","140050 000","116350 000","137740 000","05.12.2015","2016-01","05.12.2015"
