"kepid","kepoi_name","kepler_name","koi_disposition","koi_pdisposition","koi_score","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_time0bk","koi_impact","koi_duration","koi_depth","koi_prad","koi_teq","koi_insol","koi_model_snr","koi_tce_plnt_num","koi_tce_delivname","koi_steff","koi_slogg","koi_srad","ra","dec","koi_kepmag"
"5526717","K01677.02","","CANDIDATE","CANDIDATE","","0","0","0","0","8511700 880","1317557 438","","290 000","","","","","","","","","","","289679 350","40700 459","14.279"
"5530882","K01680.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","5082518 800","1329579 200","0.5220","332 800","1.05E+6","0.88","968.0","207.45","17.Oct","1","q1_q17_dr25_tce","5706.00","4.561","0.8340","290923 160","40771 030","14.445"
"5531953","K01681.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","6939103 370","1383392 700","0.9660","297 700","6.15E+6","Jan.41","445.0","Sep.28","22.90","1","q1_q17_dr25_tce","3638.00","4.844","0.4200","291285 000","40730 049","15.855"
"6034945","K01683.01","Kepler-927 b","CONFIRMED","CANDIDATE","0.9970","0","0","0","0","9115002 690","1339752 300","0.6750","455 800","2.68E+6","Jan.78","906.0","159.34","21.70","1","q1_q17_dr25_tce","5962.00","4.431","1.0280","289383 510","41392 689","14.630"
"9851226","K01468.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","8480319 420","1358521 700","0.9180","729 700","1.43E+7","Apr.54","918.0","168.01","92.80","1","q1_q17_dr25_tce","5951.00","4.439","0.9910","298822 540","46650 269","15.262"
"8692861","K00172.01","Kepler-69 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","13722368 200","1378408 300","0.0090","512 310","5.71E+6","Feb.23","746.0","73.16","97.90","1","q1_q17_dr25_tce","5637.00","4.399","0.9430","293260 930","44868 889","13.749"
"7543649","K01469.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","3582076 914","3555150 640","0.9660","442 280","1.53E+7","May.33","1265.0","604.27","138.40","1","q1_q17_dr25_tce","6109.00","4.422","0.9930","296078 220","43136 940","15.193"
"9480310","K01470.01","Kepler-1668 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","15434009 960","3632949 400","0.7070","425 720","1.79E+7","Apr.30","721.0","63.79","59.70","1","q1_q17_dr25_tce","5900.00","4.509","0.9510","297352 330","46095 940","15.703"
"11858748","K01471.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","1780984 316","1778249 000","0.7820","217 300","5.91E+6","Feb.33","1397.0","899.03","46.00","1","q1_q17_dr25_tce","5730.00","4.545","0.8700","288763 180","50174 221","15.516"
"4741126","K01534.02","Kepler-887 c","CONFIRMED","CANDIDATE","0.9930","0","0","0","0","7638460 840","1382455 700","0.4050","395 700","7.17E+5","01.Dec","1089.0","333.30","16.60","2","q1_q17_dr25_tce","6119.00","4.274","Jan.90","290090 820","39816 990","13.470"
"11669125","K01535.01","Kepler-888 b","CONFIRMED","CANDIDATE","0.9560","0","0","0","0","70698172 400","1885679 500","0.0260","663 200","3.58E+6","Jan.63","417.0","07.Nov","37.70","1","q1_q17_dr25_tce","5811.00","4.536","0.8660","295521 210","49738 628","13.046"
"12159249","K01536.01","Kepler-889 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","3744436 450","1335599 700","0.1690","291 910","7.33E+5","01.Oct","1328.0","736.89","25.40","1","q1_q17_dr25_tce","5876.00","4.269","Jan.30","291467 320","50759 480","12.710"
"9872292","K01537.01","","CANDIDATE","CANDIDATE","0.9240","0","0","0","0","10191546 780","1366975 500","0.6590","616 500","6.13E+5","Jan.39","1144.0","404.17","27.60","1","q1_q17_dr25_tce","6212.00","Apr.49","Jan.40","281461 730","46789 894","11.740"
"9963461","K01538.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","10581581 895","1830084 580","0.2020","666 929","1.13E+9","53.19","1098.0","342.98","1241.40","1","q1_q17_dr25_tce","6168.00","Apr.74","Jan.70","296629 790","46880 203","13.936"
"8081482","K01539.01","","FALSE POSITIVE","FALSE POSITIVE","0.4880","0","1","0","0","2819453 322","1338701 410","0.5320","441 270","7.19E+8","29.80","1357.0","803.40","202.00","1","q1_q17_dr25_tce","5767.00","4.330","1.0740","284664 000","43985 020","14.569"
"5542466","K01590.01","","CANDIDATE","CANDIDATE","0.9980","0","0","0","0","12890067 280","2012298 900","0.0820","355 500","6.02E+6","Jan.93","620.0","34.99","23.60","1","q1_q17_dr25_tce","4915.00","4.512","0.8120","294364 870","40720 879","15.674"
"4178389","K00185.01","","CANDIDATE","CANDIDATE","0.0000","0","0","0","0","23210509 958","1343863 780","0.9540","309 802","2.87E+8","21.19","595.0","29.69","958.70","1","q1_q17_dr25_tce","5875.00","4.572","0.8090","296185 240","39262 680","14.228"
"5542466","K01590.02","Kepler-1756 b","CONFIRMED","CANDIDATE","0.9030","0","0","0","0","2355745 050","1778882 400","0.5000","179 600","2.67E+6","Jan.34","1093.0","338.40","17.00","2","q1_q17_dr25_tce","4915.00","4.512","0.8120","294364 870","40720 879","15.674"
"5542466","K01590.03","","CANDIDATE","CANDIDATE","0.9960","0","0","0","0","4746661 280","1346378 400","0.4410","209 300","2.57E+6","Jan.30","865.0","132.40","Dec.50","3","q1_q17_dr25_tce","4915.00","4.512","0.8120","294364 870","40720 879","15.674"
"10028140","K01591.01","Kepler-1757 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","19656393 420","1402993 700","0.9550","322 600","8.43E+6","Feb.83","549.0","21.50","25.50","1","q1_q17_dr25_tce","5288.00","4.613","0.7400","297739 840","46941 910","15.372"
"6048024","K01684.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","62815844 020","1514769 100","Jan.00","269 010","1.69E+7","57.62","582.0","27.14","54.60","1","q1_q17_dr25_tce","6340.00","4.230","Jan.20","293534 480","41329 899","12.849"
"6049190","K01685.01","Kepler-1764 b","CONFIRMED","CANDIDATE","0.3650","0","0","0","0","70468171 000","1891582 200","0.0310","665 300","9.22E+6","Mar.46","511.0","16.17","45.00","1","q1_q17_dr25_tce","6461.00","4.396","1.1310","293879 880","41393 822","14.811"
"6149553","K01686.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","56867167 920","1572619 128","","423 000","","","","","","","","","","","298507 260","41479 050","15.886"
"6198999","K01687.01","Kepler-928 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","3932460 690","1325543 500","0.4160","217 630","4.56E+6","Jan.65","894.0","151.31","30.60","1","q1_q17_dr25_tce","4841.00","4.533","0.7790","289920 720","41542 831","15.320"
"6310636","K01688.01","Kepler-929 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","0.921030497","1320317 100","0.0250","260 770","1.02E+6","Jan.62","2362.0","7380.64","27.00","1","q1_q17_dr25_tce","5843.00","Apr.69","Jan.50","298481 110","41615 341","14.542"
"6616218","K01692.01","Kepler-314 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","5960400 011","1372651 710","0.8000","286 170","8.28E+6","Feb.85","890.0","148.26","126.10","1","q1_q17_dr25_tce","5418.00","4.534","0.8860","294674 100","42075 581","12.557"
"7761545","K01472.01","Kepler-857 b","CONFIRMED","CANDIDATE","0.9360","0","0","0","0","85351487 500","1610076 080","0.0520","675 040","4.67E+7","Jun.31","390.0","May.44","142.80","1","q1_q17_dr25_tce","5584.00","4.478","0.9380","294632 390","43400 471","15.061"
"7499398","K01473.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","23020284 780","3577861 240","0.7940","354 400","5.08E+7","Jul.58","604.0","31.40","97.20","1","q1_q17_dr25_tce","5613.00","4.496","0.9560","280360 230","43123 680","15.573"
"12365184","K01474.01","Kepler-419 b","CONFIRMED","CANDIDATE","0.9850","0","0","0","0","69726466 390","1960932 430","0.0190","371 770","4.49E+7","Nov.65","613.0","33.30","300.70","1","q1_q17_dr25_tce","6430.00","4.107","Jan.10","295417 880","51184 761","13.May"
"4770365","K01475.01","Kepler-1669 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","1609321 941","1789417 800","0.0160","160 670","7.28E+6","Jan.57","958.0","199.28","35.30","1","q1_q17_dr25_tce","4224.00","4.662","0.6030","297430 390","39847 839","15.937"
"4770365","K01475.02","Kepler-1669 b","CONFIRMED","CANDIDATE","0.9750","0","0","0","0","9512200 460","1854789 300","0.1330","294 970","1.17E+7","Jan.99","530.0","18.66","31.90","2","q1_q17_dr25_tce","4224.00","4.662","0.6030","297430 390","39847 839","15.937"
"4770365","K01475.03","Kepler-1669 d","CONFIRMED","CANDIDATE","0.9870","0","0","0","0","4729411 770","1329387 100","0.2360","223 400","4.34E+6","Jan.22","669.0","47.30","14.60","3","q1_q17_dr25_tce","4224.00","4.662","0.6030","297430 390","39847 839","15.937"
"10748390","K00003.01","Kepler-3 b","CONFIRMED","CANDIDATE","0.9130","0","0","0","0","4887803 076","1248130 808","0.0540","236 255","4.32E+7","Apr.82","800.0","96.67","862.30","1","q1_q17_dr25_tce","4778.00","4.591","0.7630","297709 350","48080 853","9.174"
"11804465","K00020.01","Kepler-12 b","CONFIRMED","CANDIDATE","0.7610","0","0","0","0","4437962 934","1710091 259","0.0690","469 813","1.64E+8","18.May","1338.0","757.65","3535.60","1","q1_q17_dr25_tce","5953.00","4.175","Jan.50","286243 440","50040 379","13.438"
"9663113","K00179.01","Kepler-458 c","CONFIRMED","CANDIDATE","0.9990","0","0","0","0","20740286 450","1428000 300","0.4310","1039 390","1.02E+7","Apr.24","798.0","95.68","155.30","1","q1_q17_dr25_tce","6226.00","4.264","Jan.90","297045 410","46328 701","13.955"
"5649956","K01540.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","1207852 845","1782142 000","1.1130","358 020","4.97E+8","38.59","1539.0","1331.31","205.90","1","q1_q17_dr25_tce","5601.00","4.533","0.7970","299103 270","40849 300","15.559"
"4840513","K01541.01","","FALSE POSITIVE","FALSE POSITIVE","0.7590","0","1","0","0","2379282 197","1336513 650","0.0030","317 290","4.84E+8","25.74","1571.0","1442.19","538.00","1","q1_q17_dr25_tce","6392.00","4.399","1.1620","293195 070","39907 280","15.189"
"5217586","K01592.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","0","26069251 200","1431254 900","Jan.60","748 700","8.32E+6","23.61","591.0","28.85","59.70","1","q1_q17_dr25_tce","5585.00","4.409","0.9100","298902 400","40319 530","14.106"
"5289854","K01593.01","Kepler-308 b","CONFIRMED","CANDIDATE","0.9640","0","0","0","0","9695011 460","1824541 300","0.2930","275 000","5.15E+6","02.Aug","833.0","114.06","18.30","1","q1_q17_dr25_tce","5896.00","4.516","0.9140","295785 160","40439 548","15.809"
"5289854","K01593.02","Kepler-308 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","15382539 400","1390764 800","0.0150","381 500","5.50E+6","Feb.14","714.0","61.61","18.40","2","q1_q17_dr25_tce","5896.00","4.516","0.9140","295785 160","40439 548","15.809"
"9895709","K01594.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","0","1818939 148","1331229 900","0.5600","164 400","3.31E+6","Jan.82","1549.0","1364.15","39.30","1","q1_q17_dr25_tce","6153.00","4.487","0.9620","293872 650","46714 951","15.134"
"10006581","K01595.01","Kepler-902 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","40109781 700","1420822 700","0.0160","520 960","7.32E+6","03.Nov","556.0","22.65","40.30","1","q1_q17_dr25_tce","5509.00","4.265","1.1690","289731 690","46953 819","14.904"
"5972334","K00191.03","","CANDIDATE","CANDIDATE","0.9980","0","0","0","0","0.708621057","1333656 500","0.0330","150 410","1.88E+6","Jan.20","1846.0","2741.07","30.50","3","q1_q17_dr25_tce","5422.00","4.484","0.8870","295287 230","41221 958","14.991"
"6616218","K01692.02","Kepler-314 b","CONFIRMED","CANDIDATE","0.9590","0","0","0","0","2461069 620","1333213 800","0.5750","218 400","8.42E+5","0.84","1195.0","483.09","18.00","2","q1_q17_dr25_tce","5418.00","4.534","0.8860","294674 100","42075 581","12.557"
"6696462","K01693.01","","FALSE POSITIVE","FALSE POSITIVE","Jan.00","0","1","0","0","3403743 926","1372325 740","1.0750","150 170","8.16E+6","Oct.77","1101.0","346.98","59.50","1","q1_q17_dr25_tce","5596.00","4.533","0.8530","293259 160","42126 629","14.980"
"7220429","K01700.01","Kepler-931 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","8037537 960","1393582 000","0.8210","291 180","2.86E+6","Jan.54","744.0","72.44","31.Oct","1","q1_q17_dr25_tce","5044.00","4.511","0.8040","297132 630","42768 250","14.471"
"7222086","K01701.01","","FALSE POSITIVE","FALSE POSITIVE","0.9830","0","1","0","0","2439025 750","1335847 400","0.4830","115 980","8.25E+5","Feb.61","2307.0","6700.04","20.50","1","q1_q17_dr25_tce","6546.00","3.817","Feb.40","297519 070","42777 061","Nov.41"
"12406749","K01476.01","Kepler-1752 b","CONFIRMED","CANDIDATE","0.9990","0","0","0","0","56358798 700","2223181 900","0.9060","692 700","2.56E+7","05.Apr","419.0","Jul.29","44.40","1","q1_q17_dr25_tce","5446.00","4.525","0.8210","290854 130","51222 809","15.792"
"8692861","K00172.02","Kepler-69 c","CONFIRMED","CANDIDATE","0.6930","0","0","0","0","242467406 000","1508582 700","0.1730","1280 800","3.40E+6","Jan.73","286.0","Jan.59","23.20","2","q1_q17_dr25_tce","5637.00","4.399","0.9430","293260 930","44868 889","13.749"
"7811397","K01477.01","","CANDIDATE","CANDIDATE","0.9220","0","0","0","0","169497608 500","2289999 700","0.6250","777 000","1.22E+8","09.Jun","272.0","Jan.29","82.80","1","q1_q17_dr25_tce","5270.00","4.592","0.7870","287653 960","43505 718","15.917"
"12403119","K01478.01","Kepler-858 b","CONFIRMED","CANDIDATE","0.9610","0","0","0","0","76136222 220","1994762 370","0.0440","793 930","2.95E+7","Apr.78","399.0","06.Jan","339.40","1","q1_q17_dr25_tce","5591.00","4.494","0.8920","288848 630","51209 049","12.450"
"9842890","K01479.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","0","4988387 200","3582335 000","0.9390","914 200","6.38E+6","Feb.59","990.0","227.27","52.90","1","q1_q17_dr25_tce","5819.00","4.565","0.8230","296438 140","46615 360","15.752"
"8113154","K01542.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","2586878 667","1338170 080","0.6510","616 140","2.55E+8","19.84","1666.0","1823.52","261.30","1","q1_q17_dr25_tce","6812.00","4.343","1.1720","296877 620","43941 631","12.897"
"5270698","K01543.01","","FALSE POSITIVE","FALSE POSITIVE","0.1860","0","1","0","0","3964333 304","1360295 420","0.0940","471 360","2.59E+8","37.09","1680.0","1881.78","408.50","1","q1_q17_dr25_tce","5758.00","3.808","Feb.80","290447 360","40442 890","14.985"
"5024450","K01544.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","1525924 389","3554795 710","Jan.70","315 998","2.46E+8","49.86","1722.0","2072.80","423.90","1","q1_q17_dr25_tce","6203.00","4.427","1.0600","295320 770","40187 359","15.063"
"5282049","K01545.01","","FALSE POSITIVE","FALSE POSITIVE","0.9260","0","1","0","0","5910371 418","3602852 478","0.0650","388 962","1.72E+8","Dec.62","1053.0","290.83","990.30","1","q1_q17_dr25_tce","6200.00","4.488","0.9580","293836 880","40410 450","15.169"
"5475431","K01546.01","","CANDIDATE","CANDIDATE","0.7330","0","0","0","0","0.917568975","1339324 190","0.6670","206 540","1.58E+8","Nov.92","1748.0","2197.57","128.10","1","q1_q17_dr25_tce","5713.00","4.541","0.8930","298513 700","40639 622","14.456"
"10027323","K01596.01","Kepler-309 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","5923657 470","1346836 100","0.0450","263 020","4.06E+6","0.99","531.0","18.87","26.40","1","q1_q17_dr25_tce","3883.00","4.762","0.4960","297509 860","46961 262","15.157"
"10027323","K01596.02","Kepler-309 c","CONFIRMED","CANDIDATE","0.7380","0","0","0","0","105358229 900","1386806 900","0.7500","381 000","1.21E+7","Jan.87","204.0","0.41","22.60","2","q1_q17_dr25_tce","3883.00","4.762","0.4960","297509 860","46961 262","15.157"
"12019440","K00186.01","Kepler-485 b","CONFIRMED","CANDIDATE","0.9980","0","0","0","0","3243259 880","1336690 203","0.1170","303 318","1.65E+8","Dec.91","1243.0","563.17","1586.20","1","q1_q17_dr25_tce","5823.00","4.438","1.0130","294996 310","50470 058","14.952"
"5039228","K01597.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","7796687 810","1344208 100","0.0050","466 990","3.61E+6","Feb.44","1116.0","366.42","48.50","1","q1_q17_dr25_tce","6521.00","4.352","Jan.60","298368 840","40173 424","12.681"
"10004738","K01598.01","Kepler-310 c","CONFIRMED","CANDIDATE","0.9860","0","0","0","0","56475806 900","1438112 800","0.8620","596 100","1.09E+7","Mar.22","417.0","Jul.14","70.00","1","q1_q17_dr25_tce","5497.00","4.570","0.8390","288839 360","46986 740","14.279"
"10004738","K01598.02","Kepler-310 d","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","92874729 400","1459353 500","0.9170","747 400","6.59E+6","Feb.64","353.0","Mar.68","37.90","2","q1_q17_dr25_tce","5497.00","4.570","0.8390","288839 360","46986 740","14.279"
"7304449","K01702.01","Kepler-1650 b","CONFIRMED","CANDIDATE","0.9990","0","0","0","0","1538180 949","1318228 230","0.9320","126 350","8.41E+6","Jan.00","602.0","30.85","47.70","1","q1_q17_dr25_tce","3364.00","4.978","0.2740","297729 250","42866 920","15.722"
"7386827","K01704.01","Kepler-1765 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","10418891 500","1377497 100","0.8560","300 690","6.70E+6","Mar.17","855.0","126.48","42.10","1","q1_q17_dr25_tce","5692.00","4.360","1.0640","298014 430","42957 458","14.860"
"7522911","K01705.01","Kepler-1670 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","20499876 300","1318206 800","0.9430","650 100","4.38E+6","Feb.80","731.0","67.67","21.Oct","1","q1_q17_dr25_tce","6249.00","4.428","1.0760","290326 510","43121 830","15.442"
"7626370","K01706.01","Kepler-932 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","1921437 488","1318062 040","0.9190","190 460","2.79E+6","Jan.77","1276.0","626.79","56.70","1","q1_q17_dr25_tce","5238.00","4.472","0.8510","296952 060","43271 969","14.131"
"7703955","K01707.01","Kepler-315 b","CONFIRMED","CANDIDATE","0.9980","0","0","0","0","96109323 000","1876990 000","0.9480","987 700","9.82E+6","04.Jan","409.0","Jun.59","28.70","1","q1_q17_dr25_tce","5792.00","4.375","Jan.50","298023 100","43363 522","15.321"
"7512982","K01480.01","Kepler-859 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","20381748 020","1423149 900","0.2950","379 220","1.60E+7","Mar.16","528.0","18.36","46.80","1","q1_q17_dr25_tce","4883.00","4.515","0.8080","286741 880","43190 102","15.887"
"7512982","K01480.02","","CANDIDATE","CANDIDATE","0.9770","0","0","0","0","7004478 920","1378990 200","0.1390","266 900","2.31E+6","Jan.19","754.0","76.26","Sep.90","2","q1_q17_dr25_tce","4883.00","4.515","0.8080","286741 880","43190 102","15.887"
"9597806","K01481.01","Kepler-860 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","5101375 725","3574821 700","0.0270","259 500","8.95E+6","Feb.84","1050.0","287.28","55.10","1","q1_q17_dr25_tce","5869.00","4.479","0.9540","295577 270","46254 742","15.455"
"7812167","K01482.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","17794004 900","3653466 600","Mar.00","409 100","8.79E+6","312.48","762.0","79.54","27.70","1","q1_q17_dr25_tce","6273.00","4.442","1.0440","288022 710","43548 210","15.378"
"11760959","K01484.01","","FALSE POSITIVE","FALSE POSITIVE","0.1330","0","0","1","0","3470214 010","3560994 300","0.0760","228 900","1.11E+7","Feb.40","933.0","179.02","Aug.30","1","q1_q17_dr25_tce","4922.00","4.555","0.7440","290616 790","49957 619","15.305"
"5283458","K01547.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","30693955 320","3656652 140","0.0010","295 120","1.81E+8","13.72","614.0","33.69","196.60","1","q1_q17_dr25_tce","6137.00","4.460","1.0180","294200 900","40455 959","15.673"
"9940565","K01548.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","2139325 409","1350622 610","1.0190","280 560","6.90E+7","Nov.61","1007.0","243.34","164.40","1","q1_q17_dr25_tce","4765.00","4.642","0.6660","286256 440","46892 670","14.708"
"8053552","K01549.01","","CANDIDATE","CANDIDATE","0.0000","0","0","0","0","29481061 268","1342244 600","0.9830","366 360","1.19E+8","16.61","571.0","25.Oct","332.00","1","q1_q17_dr25_tce","5631.00","4.410","0.9010","299055 850","43897 202","15.135"
"9663113","K00179.02","Kepler-458 b","CONFIRMED","CANDIDATE","0.0000","0","0","0","0","572376632 000","3065100 600","0.7120","2442 000","1.74E+7","May.80","264.0","Jan.15","78.60","2","q1_q17_dr25_tce","6226.00","4.264","Jan.90","297045 410","46328 701","13.955"
"8111381","K01550.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","2233799 622","1347207 090","Jan.90","304 000","2.66E+7","28.63","1287.0","650.73","228.90","1","q1_q17_dr25_tce","5741.00","4.555","0.8460","296365 690","43905 571","15.195"
"5444549","K01551.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","31138626 640","4159492 000","0.8890","524 820","1.14E+8","Dec.88","582.0","27.22","163.70","1","q1_q17_dr25_tce","5919.00","4.485","Jan.00","290566 680","40678 162","15.821"
"10004738","K01598.03","Kepler-310 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","13930687 910","1344285 100","0.9120","231 200","1.86E+6","Jan.40","665.0","46.19","14.90","3","q1_q17_dr25_tce","5497.00","4.570","0.8390","288839 360","46986 740","14.279"
"5474613","K01599.01","Kepler-1659 c","CONFIRMED","CANDIDATE","0.9000","0","0","0","0","20407484 600","1401821 000","0.9860","883 900","3.63E+6","Feb.90","660.0","44.80","24.50","1","q1_q17_dr25_tce","5823.00","4.472","0.9720","298373 840","40618 420","14.802"
"4860932","K01600.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","12365646 690","1409202 900","Jan.00","364 400","3.88E+6","24.89","804.0","98.51","22.80","1","q1_q17_dr25_tce","6075.00","4.495","0.9520","297843 990","39989 811","14.590"
"5438757","K01601.01","Kepler-903 b","CONFIRMED","CANDIDATE","0.9990","0","0","0","0","10350784 150","1337116 300","0.7900","625 300","2.73E+6","Jan.97","842.0","119.01","36.50","1","q1_q17_dr25_tce","5534.00","4.338","1.0800","288771 030","40664 181","14.659"
"5438757","K01601.02","Kepler-903 c","CONFIRMED","CANDIDATE","0.8380","0","0","0","0","62922493 600","1516882 000","0.9280","1164 000","4.18E+6","Feb.75","462.0","Oct.73","28.70","2","q1_q17_dr25_tce","5534.00","4.338","1.0800","288771 030","40664 181","14.659"
"7750419","K01708.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","32773763 100","1514435 200","0.9710","341 600","5.64E+6","May.00","686.0","52.22","21.70","1","q1_q17_dr25_tce","5640.00","Apr.76","Jan.40","290882 320","43471 760","14.758"
"5972334","K00191.04","Kepler-487 c","CONFIRMED","CANDIDATE","0.0000","0","0","0","0","38652079 600","1640445 500","0.0380","560 700","5.66E+6","02.Jul","487.0","13.28","24.80","4","q1_q17_dr25_tce","5422.00","4.484","0.8870","295287 230","41221 958","14.991"
"7815744","K01710.01","Kepler-933 b","CONFIRMED","CANDIDATE","0.9970","0","0","0","0","14204426 160","1427332 000","0.0110","389 800","8.01E+6","Jan.90","602.0","31.Oct","26.70","1","q1_q17_dr25_tce","5350.00","4.647","0.6780","289568 660","43538 609","15.469"
"7955580","K01711.01","Kepler-934 b","CONFIRMED","CANDIDATE","0.9910","0","0","0","0","55673582 000","1365490 600","0.2740","377 800","7.65E+6","Feb.19","384.0","May.16","22.70","1","q1_q17_dr25_tce","4998.00","4.530","0.8080","290288 450","43755 322","15.061"
"8230616","K01713.01","Kepler-316 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","6827781 570","1317883 900","0.3360","237 260","5.46E+6","Jan.34","577.0","26.31","32.20","2","q1_q17_dr25_tce","4198.00","4.689","0.5740","290826 020","44184 109","15.224"
"9692345","K01485.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","0.687895191","1336649 200","0.0180","242 330","4.62E+6","Jan.35","1391.0","888.72","60.90","1","q1_q17_dr25_tce","4478.00","4.615","0.6510","282179 410","46457 169","15.657"
"7898352","K01486.01","Kepler-302 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","127282444 200","1638900 000","0.8270","715 450","8.09E+7","12.Apr","392.0","May.61","148.10","1","q1_q17_dr25_tce","5733.00","4.281","1.1830","294316 990","43629 341","15.505"
"11402995","K00173.01","Kepler-481 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","10060832 380","1389672 300","0.6720","457 180","4.60E+6","Feb.58","899.0","154.16","86.40","1","q1_q17_dr25_tce","5705.00","4.297","1.1400","291907 040","49262 051","13.844"
"7898352","K01486.02","Kepler-302 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","30183702 100","1466467 500","0.0110","587 900","9.75E+6","Mar.65","634.0","38.20","37.90","2","q1_q17_dr25_tce","5733.00","4.281","1.1830","294316 990","43629 341","15.505"
"12062667","K01487.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","2929282 440","1337227 500","1.1400","679 400","2.69E+6","38.42","2112.0","4706.45","39.20","1","q1_q17_dr25_tce","6634.00","3.831","Feb.10","292072 690","50548 290","12.674"
"7984047","K01552.01","","CANDIDATE","CANDIDATE","0.9390","0","0","0","0","77634245 860","4171532 120","0.1130","410 020","1.66E+8","Sep.40","325.0","Feb.65","185.50","1","q1_q17_dr25_tce","4812.00","4.548","0.7550","298925 930","43750 370","15.915"
"7951018","K01553.01","Kepler-890 b","CONFIRMED","CANDIDATE","0.3310","0","0","0","0","52758785 050","1563063 510","0.3440","665 170","5.81E+7","Aug.76","540.0","20.Aug","265.40","1","q1_q17_dr25_tce","6228.00","4.413","1.1370","288435 760","43763 489","15.182"
"9899355","K01554.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","1332564 478","3545890 800","Jan.80","603 250","1.07E+7","27.Apr","1618.0","1627.50","119.60","1","q1_q17_dr25_tce","5995.00","4.536","0.8780","295211 030","46757 229","15.866"
"12644774","K01555.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","41077296 900","3791284 800","0.0300","552 500","1.22E+7","Mar.25","523.0","17.74","28.80","1","q1_q17_dr25_tce","5665.00","4.381","0.9380","289077 030","51761 822","14.907"
"9902856","K01556.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","135912161 900","2773300 000","Jan.60","562 800","1.02E+8","40.18","370.0","Apr.41","99.50","1","q1_q17_dr25_tce","6141.00","4.468","0.9590","296417 600","46732 021","15.535"
"7747425","K01952.04","Kepler-341 e","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","42472907 800","1462871 200","0.3610","725 300","3.34E+6","02.Mar","539.0","19.93","22.80","3","q1_q17_dr25_tce","5616.00","4.327","1.1110","289861 570","43472 771","14.601"
